OMIE - Mercado de electricidad;Fecha Emisión :03/04/2016 - 13:31;;04/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  21,00;  19,59;  19,15;  18,75;  18,72;  20,28;  24,69;  31,03;  32,30;  35,76;  33,08;  31,20;  29,55;  29,01;  29,00;  30,19;  27,59;  29,25;  29,69;  32,50;  36,10;  36,43;  30,30;  25,96;
Precio marginal en el sistema portugués (EUR/MWh);  21,00;  19,59;  19,15;  18,75;  18,72;  20,28;  24,69;  24,75;  24,69;  25,96;  29,06;  29,23;  29,55;  29,01;  29,00;  29,69;  27,59;  29,25;  29,69;  29,69;  30,44;  34,75;  30,30;  25,96;
Energía total de compra sistema español (MWh);  17189,7;  15933,8;  15020,9;  14817,2;  14788,1;  14717,8;  16183,0;  18799,0;  20768,8;  22166,6;  23043,4;  23172,6;  23320,5;  23196,3;  22624,3;  21816,3;  21310,9;  20812,9;  20344,8;  20250,6;  21779,5;  23315,0;  21754,9;  19575,9;
Energía total de venta sistema español (MWh);  15833,1;  15439,2;  15149,2;  15057,3;  15196,9;  15409,7;  15618,2;  18049,0;  19068,8;  19869,6;  20439,0;  20406,7;  19708,1;  19374,7;  19090,3;  19322,2;  18290,0;  18648,1;  18943,0;  19500,6;  19064,5;  18665,0;  18012,9;  17364,8;
Energía total de compra sistema portugués (MWh);   4891,0;   4818,4;   4622,4;   4578,4;   4475,2;   4020,4;   4126,8;   4458,2;   4907,9;   5801,7;   6347,3;   6492,6;   6613,0;   6467,2;   6383,8;   6504,0;   6468,2;   6539,2;   6393,8;   6277,5;   6386,8;   6540,8;   6415,9;   6025,4;
Energía total de venta sistema portugués (MWh);   6249,4;   5356,6;   5186,3;   5131,4;   5126,1;   5328,5;   6691,6;   7158,2;   7607,9;   8501,7;   9047,3;   9192,6;   9292,1;   9065,6;   9024,8;   9204,0;   8454,5;   8734,4;   8795,6;   8977,5;   9086,8;   9240,8;   8709,4;   7665,6;
Energía total del mercado Ibérico (MWh);  22080,7;  20752,2;  19643,3;  19395,6;  19263,3;  18738,2;  20309,8;  23257,2;  25676,7;  27968,3;  29390,7;  29665,2;  29933,5;  29663,5;  29008,1;  28320,3;  27779,1;  27352,1;  26738,6;  26528,1;  28166,3;  29855,8;  28170,8;  25601,3;
Energía total con bilaterales del mercado Ibérico (MWh);  30202,4;  28466,1;  27145,1;  26781,3;  26654,6;  26247,9;  28267,2;  31945,7;  35202,2;  37892,7;  39528,0;  39842,1;  40103,9;  39773,1;  38847,3;  37926,5;  37273,8;  36783,1;  36152,1;  36157,2;  38120,9;  40255,8;  38045,1;  34692,4;
Importación de España desde Portugal (MWh);   1358,4;    538,2;    563,9;    553,0;    650,9;   1308,1;   2564,8;   2700,0;   2700,0;   2700,0;   2700,0;   2700,0;   2679,1;   2598,4;   2641,0;   2700,0;   1986,3;   2195,2;   2401,8;   2700,0;   2700,0;   2700,0;   2293,5;   1640,2;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
