OMIE - Mercado de electricidad;Fecha Emisión :20/02/2016 - 13:24;;21/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  27,90;  19,00;  13,05;   7,60;   5,95;   6,75;   7,13;   6,50;   8,00;  18,00;  24,80;  25,20;  23,90;  26,24;  25,20;  20,13;  17,73;  21,92;  32,50;  42,50;  51,07;  51,72;  47,75;  41,19;
Precio marginal en el sistema portugués (EUR/MWh);  27,90;  19,00;  13,05;   7,60;   5,95;   6,75;   7,13;   6,50;   8,00;  18,00;  24,80;  25,20;  23,90;  26,24;  25,20;  20,13;  17,73;  21,92;  32,50;  42,50;  51,07;  51,72;  47,75;  41,19;
Energía total de compra sistema español (MWh);  19189,8;  18238,0;  17846,1;  17618,9;  17471,1;  17407,2;  17699,7;  17734,1;  18267,9;  18947,6;  20345,4;  20916,9;  21233,5;  21185,8;  21005,8;  19974,4;  19586,0;  19111,4;  19080,9;  20613,6;  21297,0;  21391,8;  20838,0;  19146,6;
Energía total de venta sistema español (MWh);  15645,3;  15147,0;  14781,0;  14402,7;  14115,3;  14325,4;  14436,7;  14090,3;  14713,4;  15641,0;  16671,0;  17580,6;  18420,8;  18593,1;  18550,8;  18597,8;  18277,8;  17218,9;  16688,4;  17460,2;  18486,1;  18517,5;  17881,1;  16121,5;
Energía total de compra sistema portugués (MWh);   5966,0;   5857,5;   5418,8;   5161,9;   5021,5;   4958,2;   4947,2;   4973,9;   5055,9;   5276,4;   5622,8;   5902,7;   6384,0;   6318,2;   6155,1;   6172,1;   6070,8;   5964,9;   5268,2;   5869,7;   6309,1;   6315,3;   6129,9;   5905,1;
Energía total de venta sistema portugués (MWh);   7726,5;   6664,5;   6608,3;   6473,1;   6313,0;   6342,0;   6378,4;   6333,7;   6326,4;   6299,0;   7013,2;   6955,0;   6912,7;   6626,9;   6326,1;   5264,7;   5095,0;   5573,4;   5876,7;   7239,1;   7336,0;   7405,6;   7302,8;   7146,2;
Energía total del mercado Ibérico (MWh);  25155,8;  24095,5;  23264,9;  22780,8;  22492,6;  22365,4;  22646,9;  22708,0;  23323,8;  24224,0;  25968,2;  26819,6;  27617,5;  27504,0;  27160,9;  26146,5;  25656,8;  25076,3;  24349,1;  26483,3;  27606,1;  27707,1;  26967,9;  25051,7;
Energía total con bilaterales del mercado Ibérico (MWh);  33270,5;  31767,7;  30478,9;  29812,5;  29449,8;  29314,1;  29640,8;  29767,0;  30590,0;  31952,5;  34186,1;  35323,0;  36124,0;  36135,7;  35695,3;  34316,9;  33636,4;  32986,4;  32563,8;  35554,1;  37086,0;  37207,4;  36060,4;  33585,7;
Importación de España desde Portugal (MWh);   1760,5;    807,0;   1189,5;   1311,2;   1291,5;   1383,8;   1431,2;   1359,8;   1270,5;   1022,6;   1390,4;   1052,3;    528,7;    308,7;    171,0;      0,0;      0,0;      0,0;    608,5;   1369,4;   1026,9;   1090,3;   1172,9;   1241,1;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    907,4;    975,8;    391,5;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
