OMIE - Mercado de electricidad;Fecha Emisión :09/04/2016 - 13:25;;10/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  15,09;  10,00;   7,69;   6,50;   6,20;   5,96;   5,69;   5,40;   5,40;   6,40;   7,49;   7,69;   6,50;   6,50;   6,40;   4,50;   4,00;   4,00;   5,00;   7,50;  10,96;  23,00;  21,84;  14,89;
Precio marginal en el sistema portugués (EUR/MWh);  15,09;  10,00;   7,69;   6,50;   6,20;   5,96;   5,69;   5,40;   5,40;   6,40;   7,49;   7,69;   6,50;   6,50;   6,40;   4,50;   4,00;   4,00;   5,00;   7,50;  10,96;  23,00;  21,84;  14,89;
Energía total de compra sistema español (MWh);  16150,5;  15206,8;  15097,1;  14922,8;  15203,4;  15315,3;  15541,2;  15673,6;  16358,3;  17665,9;  18785,6;  19379,7;  19802,0;  20193,5;  20255,3;  19722,9;  19008,6;  18589,8;  18402,0;  17983,8;  18670,0;  20204,0;  19358,5;  17780,3;
Energía total de venta sistema español (MWh);  17513,9;  17280,3;  17544,6;  17563,4;  17541,4;  17493,8;  17379,8;  17371,3;  17717,8;  18638,9;  19961,0;  20764,7;  21420,1;  21964,4;  21953,3;  21584,7;  21084,7;  20708,5;  19953,8;  20069,7;  20244,1;  20126,3;  19469,2;  19009,5;
Energía total de compra sistema portugués (MWh);   4986,5;   4763,1;   4670,7;   4443,7;   4330,9;   4302,4;   4301,2;   4344,8;   4415,8;   4605,1;   4990,8;   5309,0;   5540,5;   5646,9;   5529,2;   5399,3;   5281,0;   5189,9;   5209,3;   5286,5;   5099,9;   5506,9;   5505,8;   5275,1;
Energía total de venta sistema portugués (MWh);   6323,1;   5589,6;   5123,2;   4703,1;   4892,9;   5023,9;   5362,6;   5547,1;   5956,3;   6532,1;   6715,4;   6824,0;   6822,4;   6776,0;   6731,2;   6437,5;   6104,9;   5971,2;   6057,5;   5600,6;   5925,8;   7141,7;   7212,7;   6745,9;
Energía total del mercado Ibérico (MWh);  21137,0;  19969,9;  19767,8;  19366,5;  19534,3;  19617,7;  19842,4;  20018,4;  20774,1;  22271,0;  23776,4;  24688,7;  25342,5;  25840,4;  25784,5;  25122,2;  24289,6;  23779,7;  23611,3;  23270,3;  23769,9;  25710,9;  24864,3;  23055,4;
Energía total con bilaterales del mercado Ibérico (MWh);  29547,4;  27947,6;  27309,3;  26564,0;  26523,1;  26602,2;  26989,0;  27192,5;  28280,8;  30259,7;  32217,7;  33316,9;  34000,3;  34566,0;  34409,1;  33403,2;  32344,1;  31704,9;  31556,0;  31420,6;  32488,7;  35166,1;  34083,0;  31722,3;
Importación de España desde Portugal (MWh);   1336,6;    826,5;    452,5;    259,4;    562,0;    721,5;   1061,4;   1202,3;   1540,5;   1927,0;   1724,6;   1515,0;   1281,9;   1129,1;   1202,0;   1038,2;    823,9;    781,3;    848,2;    314,1;    825,9;   1634,8;   1706,9;   1470,8;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
