OMIE - Mercado de electricidad;Fecha Emisión :01/04/2016 - 13:24;;02/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  34,15;  31,08;  29,50;  29,00;  28,04;  28,30;  28,78;  27,50;  28,00;  29,81;  30,00;  28,50;  27,02;  27,50;  24,00;  21,02;  19,00;  20,12;  23,41;  28,20;  30,43;  30,10;  26,79;  23,14;
Precio marginal en el sistema portugués (EUR/MWh);  34,15;  31,08;  29,50;  29,00;  28,04;  28,30;  28,78;  27,50;  28,00;  29,81;  30,00;  28,50;  27,02;  27,50;  24,00;  21,02;  19,00;  20,12;  23,41;  28,20;  30,43;  30,10;  26,79;  23,14;
Energía total de compra sistema español (MWh);  17991,2;  16503,2;  15348,8;  14636,6;  14266,0;  14044,5;  14545,4;  15027,4;  16153,7;  18391,2;  19975,7;  20353,8;  20232,4;  20191,9;  19852,3;  19309,5;  19344,9;  18548,4;  17156,3;  17025,4;  18586,7;  19978,7;  19191,2;  18035,4;
Energía total de venta sistema español (MWh);  15986,3;  15360,9;  14290,3;  13418,1;  13181,2;  13229,4;  13666,5;  13458,5;  14308,5;  16343,2;  18009,0;  18878,0;  19081,0;  19215,3;  18906,1;  19298,3;  19362,6;  18969,8;  18585,1;  18275,9;  18306,5;  18291,7;  17622,0;  17216,0;
Energía total de compra sistema portugués (MWh);   5386,5;   4988,3;   4677,1;   4422,5;   4302,9;   4204,2;   4193,8;   4221,7;   4388,2;   4790,2;   5228,6;   5491,6;   5612,1;   5618,9;   5703,6;   6470,5;   6539,5;   6272,7;   5641,3;   5340,3;   5642,4;   5887,1;   5670,9;   5829,1;
Energía total de venta sistema portugués (MWh);   6139,6;   4253,3;   3464,7;   3496,2;   3201,8;   3316,7;   3670,6;   3969,5;   4420,1;   4970,9;   5251,5;   5017,4;   4881,8;   4645,5;   4699,8;   4531,7;   4571,8;   4760,9;   5396,5;   5914,0;   7191,3;   6859,5;   6274,1;   5775,9;
Energía total del mercado Ibérico (MWh);  23377,7;  21491,5;  20025,9;  19059,1;  18568,9;  18248,7;  18739,2;  19249,1;  20541,9;  23181,4;  25204,3;  25845,4;  25844,5;  25810,8;  25555,9;  25780,0;  25884,4;  24821,1;  22797,6;  22365,7;  24229,1;  25865,8;  24862,1;  23864,5;
Energía total con bilaterales del mercado Ibérico (MWh);  32017,6;  29725,7;  27920,3;  26815,1;  26253,9;  25936,2;  26568,4;  27241,2;  29002,4;  32263,7;  34708,4;  35443,0;  35386,8;  35379,6;  34902,0;  34785,2;  34645,9;  33450,7;  31419,0;  31249,2;  33531,7;  35664,7;  34375,2;  32858,0;
Importación de España desde Portugal (MWh);    753,1;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;     31,9;    180,7;     22,9;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    573,7;   1548,9;    972,4;    603,2;      0,0;
Exportación de España a Portugal (MWh);      0,0;    735,0;   1212,4;    926,3;   1101,1;    887,5;    523,2;    252,2;      0,0;      0,0;      0,0;    474,2;    730,3;    973,4;   1003,8;   1938,8;   1967,7;   1511,8;    244,8;      0,0;      0,0;      0,0;      0,0;     53,2;
;;;;;;;;;;;;;;;;;;;;;;;;;
