OMIE - Mercado de electricidad;Fecha Emisión :02/04/2016 - 13:03;;03/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  19,59;  18,07;  15,00;  12,10;   8,69;   9,00;  11,01;  11,70;  12,10;  17,14;  17,36;  17,46;  16,15;  13,48;   9,20;   7,59;   6,00;   6,00;   7,00;   9,85;  19,75;  25,01;  24,32;  20,90;
Precio marginal en el sistema portugués (EUR/MWh);  19,59;  18,07;  15,00;  12,10;   8,69;   9,00;  11,01;  11,70;  12,10;  17,14;  17,36;  17,46;  16,15;  13,48;   9,20;   7,59;   6,00;   6,00;   7,00;   9,85;  19,75;  25,01;  24,32;  20,90;
Energía total de compra sistema español (MWh);  17438,6;  16299,2;  16047,1;  15461,5;  15517,0;  15521,8;  15523,7;  15616,6;  16134,7;  17175,6;  18808,6;  19620,0;  19787,0;  20166,1;  20392,4;  19314,7;  19047,5;  18502,3;  18132,1;  18177,3;  18706,9;  19648,2;  19232,5;  18233,3;
Energía total de venta sistema español (MWh);  17721,8;  17694,5;  17679,6;  17476,0;  17540,7;  17517,5;  17523,7;  17723,8;  18099,7;  18842,3;  19509,8;  20452,5;  21380,8;  21700,2;  21916,1;  22438,5;  22243,7;  21787,1;  21290,6;  20766,6;  20227,6;  19279,2;  18837,6;  18358,9;
Energía total de compra sistema portugués (MWh);   5056,8;   4725,8;   4845,5;   5020,0;   5056,6;   4979,9;   4912,2;   4937,7;   4842,7;   4645,3;   4928,4;   5258,3;   5718,7;   6018,8;   6214,7;   6139,4;   6028,6;   5952,8;   5972,7;   6029,2;   5286,5;   5633,3;   5570,3;   5312,1;
Energía total de venta sistema portugués (MWh);   5539,8;   5128,0;   5213,0;   5005,5;   5032,9;   4984,2;   4912,2;   4830,5;   4877,7;   4978,6;   5095,8;   5202,1;   5304,1;   5188,9;   5173,4;   5000,6;   4832,4;   4668,0;   4764,2;   5389,9;   5715,8;   6809,5;   6385,8;   6325,8;
Energía total del mercado Ibérico (MWh);  22495,4;  21025,0;  20892,6;  20481,5;  20573,6;  20501,7;  20435,9;  20554,3;  20977,4;  21820,9;  23737,0;  24878,3;  25505,7;  26184,9;  26607,1;  25454,1;  25076,1;  24455,1;  24104,8;  24206,5;  23993,4;  25281,5;  24802,8;  23545,4;
Energía total con bilaterales del mercado Ibérico (MWh);  22495,4;  21025,0;  20892,6;  20481,5;  20573,6;  20501,7;  20435,9;  20554,3;  20977,4;  21820,9;  23737,0;  24878,3;  25505,7;  26184,9;  26607,1;  25454,1;  25076,1;  24455,1;  24104,8;  24206,5;  23993,4;  25281,5;  24802,8;  23545,4;
Importación de España desde Portugal (MWh);    483,0;    402,2;    367,5;      0,0;      0,0;      4,3;      0,0;      0,0;     35,0;    333,3;    167,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    429,3;   1176,2;    815,5;   1013,7;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;     14,5;     23,7;      0,0;      0,0;    107,2;      0,0;      0,0;      0,0;     56,2;    414,6;    829,9;   1041,3;   1138,8;   1196,2;   1284,8;   1208,5;    639,3;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
