OMIE - Mercado de electricidad;Fecha Emisión :21/02/2016 - 13:27;;22/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  40,00;  32,60;  31,00;  29,05;  28,90;  30,69;  35,38;  47,33;  49,50;  52,00;  50,71;  47,33;  42,03;  40,97;  38,38;  33,00;  32,50;  33,94;  40,13;  44,50;  46,00;  44,50;  36,37;  32,50;
Precio marginal en el sistema portugués (EUR/MWh);  40,00;  32,60;  31,00;  29,05;  28,90;  30,69;  35,38;  47,33;  49,50;  52,00;  50,71;  47,33;  42,03;  40,97;  38,38;  33,00;  32,50;  33,94;  40,13;  44,50;  46,00;  44,50;  36,37;  32,50;
Energía total de compra sistema español (MWh);  17439,2;  16485,9;  15355,4;  15183,9;  15193,5;  15594,1;  17613,7;  20713,3;  22655,3;  23510,6;  24115,0;  24391,9;  24385,7;  24522,7;  24233,8;  23493,5;  23113,8;  22851,5;  23147,9;  24979,0;  25393,9;  25112,5;  23251,8;  20875,5;
Energía total de venta sistema español (MWh);  14569,2;  13753,5;  12234,5;  11970,9;  11824,4;  11811,0;  13283,9;  15877,6;  18185,5;  19671,6;  20801,5;  21435,8;  21544,6;  21473,1;  21548,7;  21139,2;  20699,3;  20229,9;  19982,5;  21331,9;  21938,1;  21501,2;  20506,1;  18561,5;
Energía total de compra sistema portugués (MWh);   5420,0;   4960,7;   4547,4;   4351,6;   4326,6;   4230,5;   4355,2;   4732,4;   5451,7;   6349,0;   6906,0;   7140,3;   7260,5;   7077,4;   6902,0;   6988,8;   6913,5;   6864,5;   6726,0;   7103,8;   7343,7;   7208,9;   6973,8;   6641,7;
Energía total de venta sistema portugués (MWh);   6506,0;   5409,1;   5384,3;   5280,6;   5411,7;   5729,6;   6401,0;   7784,1;   8137,5;   8554,0;   8585,5;   8462,4;   8467,6;   8493,0;   7953,1;   7709,1;   7694,0;   7852,1;   8856,9;   9116,9;   9165,5;   9186,2;   8085,5;   7321,7;
Energía total del mercado Ibérico (MWh);  22859,2;  21446,6;  19902,8;  19535,5;  19520,1;  19824,6;  21968,9;  25445,7;  28107,0;  29859,6;  31021,0;  31532,2;  31646,2;  31600,1;  31135,8;  30482,3;  30027,3;  29716,0;  29873,9;  32082,8;  32737,6;  32321,4;  30225,6;  27517,2;
Energía total con bilaterales del mercado Ibérico (MWh);  30802,2;  28904,4;  27103,6;  26596,4;  26561,9;  26972,1;  29594,3;  34221,2;  37538,2;  39526,8;  40891,2;  41345,9;  41368,0;  41418,0;  40133,3;  39459,1;  39004,2;  38745,5;  39428,5;  42330,3;  43080,0;  42471,8;  39550,5;  36159,5;
Importación de España desde Portugal (MWh);   1086,0;    448,4;    836,9;    929,0;   1085,1;   1499,1;   2045,8;   3051,7;   2685,8;   2205,0;   1679,5;   1322,1;   1207,1;   1415,6;   1051,1;    720,3;    780,5;    987,6;   2130,9;   2013,1;   1821,8;   1977,3;   1111,7;    680,0;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
