OMIE - Mercado de electricidad;Fecha Emisión :06/03/2016 - 13:19;;07/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  24,01;  19,99;  13,10;  12,10;  11,90;  13,60;  24,01;  33,63;  35,10;  40,68;  43,00;  33,63;  26,40;  24,01;  22,26;  19,71;  18,35;  21,00;  23,60;  28,69;  35,55;  32,00;  26,61;  24,00;
Precio marginal en el sistema portugués (EUR/MWh);  24,01;  19,99;  13,10;  12,10;  11,90;  13,60;  24,01;  14,10;  20,61;  26,61;  28,69;  27,69;  26,40;  24,01;  22,26;  19,71;  18,35;  21,00;  23,60;  28,69;  32,00;  32,00;  26,61;  24,00;
Energía total de compra sistema español (MWh);  17670,7;  15599,3;  14797,0;  14486,6;  14559,2;  15148,8;  17705,8;  20842,4;  22546,1;  23441,4;  24119,0;  24382,1;  24633,7;  24515,7;  23779,8;  23037,4;  22545,5;  22243,7;  22304,5;  24172,6;  25161,8;  24834,2;  23014,0;  20773,2;
Energía total de venta sistema español (MWh);  18439,1;  17275,0;  16762,1;  16464,2;  16388,8;  16488,5;  18131,5;  19342,4;  21046,1;  21941,4;  22470,5;  22882,1;  23300,4;  23384,3;  22923,4;  22539,5;  22245,2;  21840,3;  21559,6;  22890,6;  23553,0;  23039,5;  22292,3;  20337,7;
Energía total de compra sistema portugués (MWh);   5120,1;   4774,3;   5055,4;   5183,9;   5114,8;   4694,5;   4230,2;   4525,5;   5204,4;   6184,3;   6717,9;   6887,8;   7000,2;   6795,2;   6642,4;   6727,4;   6639,0;   6560,4;   6415,7;   6631,1;   6931,3;   6814,5;   6581,2;   6268,4;
Energía total de venta sistema portugués (MWh);   6401,7;   5398,6;   5390,3;   5506,3;   5585,2;   5654,8;   6104,5;   6725,5;   7404,4;   8384,3;   8917,9;   9087,8;   9033,5;   8626,6;   8198,8;   7925,3;   7639,3;   7663,8;   7860,6;   8613,1;   9131,3;   9004,1;   8002,9;   7403,9;
Energía total del mercado Ibérico (MWh);  22790,8;  20373,6;  19852,4;  19670,5;  19674,0;  19843,3;  21936,0;  25367,9;  27750,5;  29625,7;  30836,9;  31269,9;  31633,9;  31310,9;  30422,2;  29764,8;  29184,5;  28804,1;  28720,2;  30803,7;  32093,1;  31648,7;  29595,2;  27041,6;
Energía total con bilaterales del mercado Ibérico (MWh);  30741,0;  28236,5;  27456,2;  27159,0;  27153,6;  27457,1;  29923,3;  33993,1;  37352,9;  39584,3;  40951,2;  41391,5;  41600,3;  41190,2;  40014,7;  39221,8;  38588,7;  38212,2;  38287,3;  40974,4;  42609,0;  42111,5;  39268,0;  35708,6;
Importación de España desde Portugal (MWh);   1281,6;    624,3;    334,9;    322,4;    470,4;    960,3;   1874,3;   2200,0;   2200,0;   2200,0;   2200,0;   2200,0;   2033,3;   1831,4;   1556,4;   1197,9;   1000,3;   1103,4;   1444,9;   1982,0;   2200,0;   2189,6;   1421,7;   1135,5;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
