OMIE - Mercado de electricidad;Fecha Emisión :14/02/2016 - 13:30;;15/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  12,40;   5,00;   4,90;   4,00;   4,00;   4,90;   7,94;  22,10;  26,50;  29,00;  26,50;  23,00;  18,50;  18,50;  15,90;  15,90;  17,38;  18,50;  24,31;  36,37;  36,37;  30,00;  24,31;  15,90;
Precio marginal en el sistema portugués (EUR/MWh);   8,10;   5,00;   4,90;   4,00;   4,00;   4,90;   6,10;  22,10;  26,50;  29,00;  26,50;  23,00;  18,50;  18,50;  15,90;  15,90;  17,38;  18,50;  24,31;  36,37;  36,37;  30,00;  24,31;  15,90;
Energía total de compra sistema español (MWh);  22826,6;  21767,0;  20705,2;  20328,7;  20335,2;  21067,2;  22698,5;  25074,1;  27454,6;  27500,4;  27775,0;  27778,6;  28417,9;  28795,9;  28836,2;  28121,0;  27281,7;  26261,6;  26107,5;  27456,5;  28068,5;  28269,6;  26209,8;  25197,3;
Energía total de venta sistema español (MWh);  21576,6;  20902,6;  20312,5;  20076,4;  20120,2;  20712,6;  21798,5;  23772,0;  26280,4;  26569,1;  27464,0;  27497,6;  28022,3;  28074,7;  27950,8;  27427,9;  26531,6;  25479,7;  25154,6;  26499,8;  26456,2;  25585,2;  25213,6;  24135,2;
Energía total de compra sistema portugués (MWh);   4940,8;   4659,9;   4543,7;   4647,8;   4603,2;   4397,3;   4400,2;   4790,4;   5462,8;   6563,4;   7309,3;   7546,5;   7652,1;   7433,8;   7240,7;   7405,0;   7331,9;   7213,3;   6920,9;   6933,7;   6856,9;   6599,1;   6327,0;   6050,7;
Energía total de venta sistema portugués (MWh);   8340,8;   7724,3;   7136,4;   7100,1;   7018,2;   6951,9;   7500,2;   8242,5;   8787,0;   9644,7;   9770,3;   9977,5;  10197,7;  10305,0;  10276,1;  10248,1;  10232,0;  10145,2;  10023,8;  10040,4;   9972,4;   9856,3;   9473,2;   9262,8;
Energía total del mercado Ibérico (MWh);  27767,4;  26426,9;  25248,9;  24976,5;  24938,4;  25464,5;  27098,7;  29864,5;  32917,4;  34063,8;  35084,3;  35325,1;  36070,0;  36229,7;  36076,9;  35526,0;  34613,6;  33474,9;  33028,4;  34390,2;  34925,4;  34868,7;  32536,8;  31248,0;
Energía total con bilaterales del mercado Ibérico (MWh);  33537,3;  32002,0;  30552,9;  30160,9;  30127,5;  30756,4;  32874,6;  35715,4;  39102,8;  41163,9;  42591,1;  42839,0;  43585,1;  43849,8;  43439,7;  42795,7;  41876,0;  40784,4;  40683,2;  42689,4;  43293,9;  43068,8;  40036,3;  38081,0;
Importación de España desde Portugal (MWh);   3400,0;   3064,4;   2592,7;   2452,3;   2415,0;   2554,6;   3100,0;   3452,1;   3324,2;   3081,3;   2461,0;   2431,0;   2545,6;   2871,2;   3035,4;   2843,1;   2900,1;   2931,9;   3102,9;   3106,7;   3115,5;   3257,2;   3146,2;   3212,1;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
