OMIE - Mercado de electricidad;Fecha Emisión :18/03/2016 - 13:29;;19/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  39,10;  36,69;  34,09;  32,64;  31,59;  31,44;  31,44;  31,44;  34,63;  38,90;  41,14;  40,01;  39,75;  40,00;  38,50;  36,69;  35,06;  36,36;  37,60;  41,14;  44,60;  45,98;  43,25;  40,60;
Precio marginal en el sistema portugués (EUR/MWh);  39,10;  36,69;  34,09;  32,64;  31,59;  31,44;  31,44;  31,44;  34,63;  38,90;  41,14;  40,01;  39,75;  40,00;  38,50;  36,69;  35,06;  36,36;  37,60;  41,14;  44,60;  45,98;  43,25;  40,60;
Energía total de compra sistema español (MWh);  19333,9;  17516,8;  16327,2;  15611,5;  15362,8;  15197,3;  15521,9;  16014,8;  17722,9;  19413,7;  20919,0;  20877,6;  20826,4;  21115,6;  20673,0;  19315,4;  18492,2;  18302,3;  18438,8;  20134,1;  21607,5;  22058,6;  21277,0;  19682,1;
Energía total de venta sistema español (MWh);  17387,4;  15974,1;  14792,5;  14070,1;  13950,6;  13893,8;  13788,5;  13871,4;  14884,4;  17109,0;  18769,3;  18938,9;  18978,7;  19414,2;  18589,4;  17619,1;  16893,4;  16610,7;  16288,0;  17727,4;  18846,9;  18796,9;  18542,5;  17703,5;
Energía total de compra sistema portugués (MWh);   5630,0;   5083,1;   4727,5;   4679,2;   4799,8;   4845,6;   4767,0;   4746,1;   4534,5;   5036,2;   5433,9;   5659,8;   5769,5;   5757,7;   5597,6;   5512,7;   5421,4;   5319,8;   5384,1;   5683,3;   6141,4;   6091,4;   5812,7;   5544,9;
Energía total de venta sistema portugués (MWh);   5271,5;   4320,8;   3907,2;   3865,6;   3857,0;   3794,1;   4145,4;   4534,5;   5068,0;   5835,9;   6078,6;   6093,5;   6112,2;   5954,1;   5376,2;   4904,0;   4715,2;   4706,4;   5229,9;   5785,0;   6597,0;   7048,1;   6242,2;   5218,5;
Energía total del mercado Ibérico (MWh);  24963,9;  22599,9;  21054,7;  20290,7;  20162,6;  20042,9;  20288,9;  20760,9;  22257,4;  24449,9;  26352,9;  26537,4;  26595,9;  26873,3;  26270,6;  24828,1;  23913,6;  23622,1;  23822,9;  25817,4;  27748,9;  28150,0;  27089,7;  25227,0;
Energía total con bilaterales del mercado Ibérico (MWh);  33446,0;  30632,4;  28747,9;  27827,2;  27611,3;  27508,6;  27900,2;  28567,1;  30438,3;  33259,6;  35592,4;  35833,2;  35600,3;  35715,4;  34900,3;  33407,6;  32463,3;  32087,1;  32419,2;  34979,8;  37412,4;  37813,4;  36351,7;  33995,6;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    533,5;    799,7;    644,7;    433,7;    342,7;    196,4;      0,0;      0,0;      0,0;      0,0;      0,0;    101,7;    455,6;    956,7;    429,5;      0,0;
Exportación de España a Portugal (MWh);    358,5;    762,3;    820,3;    813,6;    942,8;   1051,5;    621,6;    211,6;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    221,4;    608,7;    706,2;    613,4;    154,2;      0,0;      0,0;      0,0;      0,0;    326,4;
;;;;;;;;;;;;;;;;;;;;;;;;;
