OMIE - Mercado de electricidad;Fecha Emisión :22/03/2016 - 13:29;;23/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  30,21;  27,79;  25,42;  23,13;  22,42;  24,56;  29,20;  35,43;  36,50;  35,00;  33,25;  32,19;  31,60;  30,10;  27,03;  24,69;  24,18;  28,00;  32,44;  37,16;  36,80;  32,96;  32,51;  30,10;
Precio marginal en el sistema portugués (EUR/MWh);  30,21;  27,79;  25,42;  23,13;  22,42;  24,56;  29,20;  33,10;  33,59;  35,00;  33,25;  32,19;  31,60;  30,10;  27,03;  24,69;  24,18;  28,00;  32,44;  37,16;  36,80;  32,96;  32,51;  30,10;
Energía total de compra sistema español (MWh);  18185,6;  16705,1;  15667,2;  15385,8;  15266,0;  15499,9;  16953,5;  19335,2;  21568,4;  22364,9;  22923,4;  22938,1;  22807,0;  22732,0;  22459,3;  22038,7;  21474,7;  20762,1;  20516,7;  22003,0;  23244,5;  22860,7;  21432,5;  19056,5;
Energía total de venta sistema español (MWh);  18432,3;  18047,9;  17668,7;  17478,9;  17584,9;  17739,6;  18594,4;  19735,2;  20909,7;  21432,8;  22338,0;  23140,4;  23492,2;  23543,3;  23479,8;  23121,4;  22669,4;  22285,4;  22044,5;  22434,3;  21157,0;  20224,2;  20238,3;  20088,9;
Energía total de compra sistema portugués (MWh);   5609,3;   5140,8;   4808,7;   5058,7;   4964,2;   4428,4;   4429,6;   4647,3;   5332,5;   6245,7;   6701,5;   6839,8;   6942,9;   6785,2;   6627,3;   6724,2;   6764,0;   6535,7;   6339,5;   6430,9;   6745,7;   6677,1;   6453,4;   6168,5;
Energía total de venta sistema portugués (MWh);   5540,3;   4495,2;   4114,1;   3883,7;   3655,8;   3755,1;   4432,5;   6447,3;   7132,5;   7570,5;   7476,4;   6581,9;   5817,7;   5350,0;   4819,4;   4586,2;   4595,3;   4887,0;   6341,4;   7957,4;   8038,5;   7543,5;   7143,5;   5803,7;
Energía total del mercado Ibérico (MWh);  23794,9;  21845,9;  20475,9;  20444,5;  20230,2;  19928,3;  21383,1;  23982,5;  26900,9;  28610,6;  29624,9;  29777,9;  29749,9;  29517,2;  29086,6;  28762,9;  28238,7;  27297,8;  26856,2;  28433,9;  29990,2;  29537,8;  27885,9;  25225,0;
Energía total con bilaterales del mercado Ibérico (MWh);  32142,0;  29785,7;  28159,9;  28013,1;  27747,9;  27569,1;  29511,6;  32858,7;  36349,6;  38625,3;  39822,4;  39974,0;  39904,1;  39597,9;  38863,7;  38378,9;  37764,6;  36782,5;  36467,1;  38571,0;  40554,2;  39907,1;  37570,1;  34260,5;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      2,9;   1800,0;   1800,0;   1324,8;    774,9;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      1,9;   1526,5;   1292,8;    866,4;    690,1;      0,0;
Exportación de España a Portugal (MWh);     69,0;    645,6;    694,6;   1175,0;   1308,4;    673,3;      0,0;      0,0;      0,0;      0,0;      0,0;    257,9;   1125,2;   1435,2;   1807,9;   2138,0;   2168,7;   1648,7;      0,0;      0,0;      0,0;      0,0;      0,0;    364,8;
;;;;;;;;;;;;;;;;;;;;;;;;;
