OMIE - Mercado de electricidad;Fecha Emisión :11/04/2016 - 12:55;;12/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  20,69;  19,75;  15,00;  13,90;  13,80;  15,69;  20,00;  25,00;  32,13;  32,13;  26,00;  22,09;  21,20;  20,80;  20,40;  19,00;  17,15;  19,53;  19,90;  20,40;  23,69;  32,24;  25,00;  20,25;
Precio marginal en el sistema portugués (EUR/MWh);  20,69;  19,75;  15,00;  13,90;  13,80;  15,69;  20,00;  20,69;  21,69;  24,40;  26,00;  22,09;  21,20;  20,80;  20,40;  19,00;  17,15;  19,53;  19,90;  20,40;  23,69;  32,24;  25,00;  20,25;
Energía total de compra sistema español (MWh);  17462,3;  16054,6;  15402,2;  14807,6;  14753,1;  15069,4;  16759,6;  19730,6;  21746,1;  22699,1;  23180,6;  23193,7;  23239,0;  23225,7;  22315,3;  21633,9;  21330,5;  20895,0;  20318,9;  20046,7;  21477,8;  23040,6;  21494,5;  19221,4;
Energía total de venta sistema español (MWh);  18157,7;  16738,6;  16445,6;  16140,9;  16014,4;  15991,0;  16548,4;  19430,6;  21446,1;  22399,1;  23065,4;  23510,6;  24000,8;  23792,7;  22933,6;  22453,5;  22270,4;  21807,5;  21025,6;  20706,4;  21654,2;  21939,9;  21503,4;  20121,7;
Energía total de compra sistema portugués (MWh);   5317,2;   4823,6;   4516,9;   4589,5;   4492,2;   4256,3;   4295,5;   4544,0;   5088,2;   5895,0;   6353,2;   6493,2;   6605,3;   6372,1;   6268,9;   6393,4;   6349,0;   6409,7;   6209,0;   6020,1;   6099,2;   6373,4;   6274,6;   5891,0;
Energía total de venta sistema portugués (MWh);   7271,8;   6989,6;   6323,5;   6106,2;   6080,9;   6184,7;   6906,7;   7244,0;   7788,2;   8595,0;   8868,4;   8576,3;   8243,5;   8205,1;   8050,6;   7973,8;   7809,1;   7897,2;   7902,3;   7760,4;   8322,8;   8873,3;   8665,7;   7640,7;
Energía total del mercado Ibérico (MWh);  22779,5;  20878,2;  19919,1;  19397,1;  19245,3;  19325,7;  21055,1;  24274,6;  26834,3;  28594,1;  29533,8;  29686,9;  29844,3;  29597,8;  28584,2;  28027,3;  27679,5;  27304,7;  26527,9;  26066,8;  27577,0;  29414,0;  27769,1;  25112,4;
Energía total con bilaterales del mercado Ibérico (MWh);  22779,5;  20878,2;  19919,1;  19397,1;  19245,3;  19325,7;  21055,1;  24274,6;  26834,3;  28594,1;  29533,8;  29686,9;  29844,3;  29597,8;  28584,2;  28027,3;  27679,5;  27304,7;  26527,9;  26066,8;  27577,0;  29414,0;  27769,1;  25112,4;
Importación de España desde Portugal (MWh);   1954,6;   2166,0;   1806,6;   1516,7;   1588,7;   1928,4;   2611,2;   2700,0;   2700,0;   2700,0;   2515,2;   2083,1;   1638,2;   1833,0;   1781,7;   1580,4;   1460,1;   1487,5;   1693,3;   1740,3;   2223,6;   2499,9;   2391,1;   1749,7;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
