OMIE - Mercado de electricidad;Fecha Emisión :29/02/2016 - 13:23;;01/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  25,00;  20,00;  18,35;  18,35;  19,10;  20,00;  25,01;  33,26;  39,15;  41,76;  37,99;  35,96;  33,16;  33,00;  30,35;  29,39;  26,48;  26,95;  31,75;  37,24;  37,24;  33,79;  30,75;  23,05;
Precio marginal en el sistema portugués (EUR/MWh);  25,00;  20,00;  18,35;  18,35;  19,10;  20,00;  25,01;  33,26;  39,15;  41,76;  37,99;  35,96;  33,16;  33,00;  30,35;  29,39;  26,48;  26,95;  31,75;  37,24;  37,24;  33,79;  30,75;  23,05;
Energía total de compra sistema español (MWh);  21809,3;  20046,1;  18760,7;  18224,4;  18212,0;  18606,8;  20804,0;  23261,4;  25171,6;  26085,8;  26686,9;  26781,6;  26769,8;  26781,7;  25860,9;  25227,4;  24906,6;  24756,8;  24767,6;  27011,8;  28037,3;  27691,9;  25403,2;  22941,9;
Energía total de venta sistema español (MWh);  23887,3;  23125,2;  22234,3;  21509,5;  21209,0;  21326,7;  22082,7;  23416,7;  24571,7;  25163,5;  26280,3;  27367,8;  26900,4;  26701,8;  26144,6;  25869,6;  25441,0;  24610,7;  24800,7;  25153,8;  25186,5;  24601,7;  23950,5;  22752,8;
Energía total de compra sistema portugués (MWh);   5915,4;   5220,5;   5416,3;   5143,3;   4801,5;   4489,2;   4403,4;   4682,7;   5281,6;   6169,4;   6664,8;   6763,5;   6898,0;   6703,1;   6529,8;   6608,1;   6537,2;   6462,0;   6310,0;   6597,5;   6935,9;   6819,6;   6492,8;   6190,7;
Energía total de venta sistema portugués (MWh);   5837,4;   4441,4;   4242,7;   4158,2;   4104,5;   4069,3;   5424,7;   6527,4;   7881,5;   7888,5;   7666,6;   7087,6;   6589,2;   6594,0;   6280,1;   6376,5;   6336,2;   6395,0;   6647,4;   7908,4;   8103,8;   7570,9;   7178,0;   7010,1;
Energía total del mercado Ibérico (MWh);  27724,7;  25266,6;  24177,0;  23367,7;  23013,5;  23096,0;  25207,4;  27944,1;  30453,2;  32255,2;  33351,7;  33545,1;  33667,8;  33484,8;  32390,7;  31835,5;  31443,8;  31218,8;  31077,6;  33609,3;  34973,2;  34511,5;  31896,0;  29132,6;
Energía total con bilaterales del mercado Ibérico (MWh);  32805,6;  30935,7;  29830,0;  28878,5;  28517,4;  28598,8;  29997,6;  33481,0;  36530,9;  38710,1;  39955,7;  40127,5;  40236,9;  40150,1;  38746,1;  38018,3;  37564,1;  37278,8;  37257,1;  40514,5;  42114,1;  41607,2;  38528,6;  35297,3;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;   1021,3;   1844,7;   2599,9;   1719,1;   1001,8;    324,1;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    337,4;   1310,9;   1167,9;    751,3;    685,2;    819,4;
Exportación de España a Portugal (MWh);     78,0;    779,1;   1173,6;    985,1;    697,0;    419,9;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    308,8;    109,1;    249,7;    231,6;    201,0;     67,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
