OMIE - Mercado de electricidad;Fecha Emisión :18/02/2016 - 13:31;;19/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  30,79;  26,69;  26,00;  22,19;  22,37;  26,83;  32,30;  42,99;  45,25;  45,50;  45,00;  42,55;  41,00;  41,25;  39,69;  36,30;  36,35;  38,85;  42,35;  48,48;  49,31;  47,33;  41,62;  34,50;
Precio marginal en el sistema portugués (EUR/MWh);  30,79;  26,69;  26,00;  22,19;  22,37;  26,83;  27,90;  35,61;  39,69;  45,50;  45,00;  42,55;  41,00;  41,25;  39,69;  36,30;  36,35;  38,85;  42,35;  48,48;  49,31;  47,33;  41,62;  34,50;
Energía total de compra sistema español (MWh);  20550,7;  20587,1;  19633,7;  19033,9;  18978,8;  19121,0;  19164,2;  22906,7;  24872,6;  25699,6;  25949,4;  25684,4;  25246,1;  25211,9;  24375,3;  23684,0;  23417,6;  23146,9;  23550,0;  24992,8;  25054,7;  25192,0;  23742,2;  21553,8;
Energía total de venta sistema español (MWh);  16625,5;  16261,9;  16245,6;  16219,8;  16069,1;  15788,4;  16175,5;  18672,5;  19417,2;  20157,4;  20939,8;  21303,9;  21131,0;  21061,4;  20584,2;  20311,4;  19938,6;  19341,0;  19234,2;  20231,7;  20285,6;  20147,0;  18596,0;  17019,3;
Energía total de compra sistema portugués (MWh);   6050,1;   5853,7;   5471,4;   5598,5;   5496,6;   5066,7;   4966,0;   5027,9;   5739,6;   6569,3;   7027,3;   7223,4;   7242,5;   7057,7;   6928,5;   6981,3;   6893,0;   6836,7;   6727,9;   7047,5;   7228,7;   7070,4;   6797,0;   6465,7;
Energía total de venta sistema portugués (MWh);   8714,4;   8111,5;   7895,3;   7906,3;   7920,1;   8054,7;   8066,0;   8527,9;   9239,6;   9759,9;   9636,9;   9203,9;   8957,6;   8808,2;   8319,6;   7953,9;   7972,0;   8242,6;   8931,9;   9358,6;   9547,8;   9665,4;   9493,2;   8550,2;
Energía total del mercado Ibérico (MWh);  26600,8;  26440,8;  25105,1;  24632,4;  24475,4;  24187,7;  24130,2;  27934,6;  30612,2;  32268,9;  32976,7;  32907,8;  32488,6;  32269,6;  31303,8;  30665,3;  30310,6;  29983,6;  30277,9;  32040,3;  32283,4;  32262,4;  30539,2;  28019,5;
Energía total con bilaterales del mercado Ibérico (MWh);  34879,2;  34189,8;  32594,4;  32002,6;  31833,8;  31699,1;  32132,7;  36901,1;  40387,6;  42198,9;  43079,9;  42922,4;  42405,2;  42172,0;  40908,4;  39995,8;  39552,6;  39282,6;  39988,1;  42300,5;  42635,9;  42447,6;  40009,1;  36904,8;
Importación de España desde Portugal (MWh);   2664,3;   2257,8;   2423,9;   2307,8;   2423,5;   2988,0;   3100,0;   3500,0;   3500,0;   3190,6;   2609,6;   1980,5;   1715,1;   1750,5;   1391,1;    972,6;   1079,0;   1405,9;   2204,0;   2311,1;   2319,1;   2595,0;   2696,2;   2084,5;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
