OMIE - Mercado de electricidad;Fecha Emisión :23/02/2016 - 13:33;;24/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  28,69;  22,80;  22,17;  18,30;  17,82;  20,76;  24,39;  33,69;  35,11;  39,00;  37,00;  33,84;  32,50;  30,00;  27,40;  24,00;  27,75;  32,50;  40,00;  45,02;  38,95;  35,51;  32,79;  30,17;
Precio marginal en el sistema portugués (EUR/MWh);  28,69;  22,80;  22,17;  18,30;  17,82;  20,76;  24,39;  33,69;  35,11;  39,00;  37,00;  33,84;  32,50;  30,00;  27,40;  24,00;  27,75;  32,50;  40,00;  45,02;  38,95;  35,51;  32,79;  30,17;
Energía total de compra sistema español (MWh);  19864,8;  18017,1;  16855,8;  16747,6;  16880,0;  16676,9;  18503,7;  21676,4;  23495,0;  24066,7;  24602,3;  24442,0;  24454,0;  24540,2;  23992,7;  23438,9;  22910,1;  22445,0;  22664,7;  24509,5;  25398,8;  25071,0;  22542,8;  20206,5;
Energía total de venta sistema español (MWh);  17287,0;  16935,2;  16762,1;  16274,9;  16172,5;  16185,1;  15983,5;  17049,2;  18340,4;  19259,2;  20077,9;  20453,3;  20669,7;  20856,3;  20738,6;  21005,8;  20651,6;  20678,8;  21110,4;  22000,4;  20952,2;  21024,4;  20417,7;  19488,9;
Energía total de compra sistema portugués (MWh);   5878,6;   5958,4;   5780,8;   5775,9;   5666,8;   5628,9;   5083,7;   4922,4;   5623,5;   6478,3;   6993,5;   7197,9;   7284,0;   7087,8;   7111,2;   7496,1;   7125,1;   6847,6;   6701,8;   7043,2;   7325,5;   7215,0;   6914,1;   6557,1;
Energía total de venta sistema portugués (MWh);   6356,4;   5592,4;   5261,9;   4742,3;   4800,9;   4932,2;   6005,2;   7742,1;   8678,1;   9185,8;   9417,9;   9237,8;   8968,3;   8671,7;   8265,3;   8081,2;   8213,9;   8736,5;   9944,3;   9940,9;   9694,2;   9506,9;   8887,4;   8290,0;
Energía total del mercado Ibérico (MWh);  25743,4;  23975,5;  22636,6;  22523,5;  22546,8;  22305,8;  23587,4;  26598,8;  29118,5;  30545,0;  31595,8;  31639,9;  31738,0;  31628,0;  31103,9;  30935,0;  30035,2;  29292,6;  29366,5;  31552,7;  32724,3;  32286,0;  29456,9;  26763,6;
Energía total con bilaterales del mercado Ibérico (MWh);  33432,7;  31516,6;  29919,0;  29715,3;  29730,0;  29584,1;  31192,4;  35000,3;  38505,6;  40046,3;  41141,5;  41164,3;  41116,5;  41041,6;  40184,7;  39882,3;  38922,2;  38179,8;  38536,9;  41360,0;  42610,2;  41983,5;  38752,3;  35178,8;
Importación de España desde Portugal (MWh);    477,8;      0,0;      0,0;      0,0;      0,0;      0,0;    921,5;   2819,7;   3054,6;   2707,5;   2424,4;   2039,9;   1684,3;   1583,9;   1154,1;    585,1;   1088,8;   1888,9;   3242,5;   2897,7;   2368,7;   2291,9;   1973,3;   1732,9;
Exportación de España a Portugal (MWh);      0,0;    366,0;    518,9;   1033,6;    865,9;    696,7;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
