OMIE - Mercado de electricidad;Fecha Emisión :19/03/2016 - 13:21;;20/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  36,69;  32,78;  31,01;  30,44;  30,19;  30,44;  30,59;  30,59;  30,59;  32,94;  35,00;  34,93;  34,93;  34,93;  34,00;  32,64;  31,62;  31,62;  32,64;  41,69;  45,98;  45,98;  44,10;  40,24;
Precio marginal en el sistema portugués (EUR/MWh);  36,69;  32,78;  31,01;  30,44;  30,19;  30,44;  30,59;  30,59;  30,59;  32,94;  35,00;  34,93;  34,93;  34,93;  34,00;  32,64;  31,62;  31,62;  32,64;  41,69;  45,98;  45,98;  44,10;  40,24;
Energía total de compra sistema español (MWh);  17598,1;  15961,8;  14708,0;  13976,0;  13749,7;  13769,0;  14045,4;  14217,7;  15071,9;  16929,3;  18011,5;  18443,9;  18417,9;  18722,6;  18661,6;  17541,9;  16917,6;  16608,9;  16944,5;  19305,6;  21653,3;  21785,0;  20784,2;  18898,9;
Energía total de venta sistema español (MWh);  15963,9;  14404,6;  13200,2;  12735,2;  12524,7;  12311,7;  12166,2;  12218,5;  12736,7;  13923,1;  15207,1;  15954,5;  16280,6;  16707,9;  16766,7;  15596,6;  15113,7;  14708,9;  14415,2;  16027,7;  17628,1;  17773,3;  17140,5;  16030,9;
Energía total de compra sistema portugués (MWh);   5139,0;   4783,6;   4621,0;   4837,4;   4820,1;   4577,9;   4396,3;   4394,9;   4451,1;   4292,0;   4694,1;   5032,4;   5274,8;   5356,5;   5164,2;   4992,4;   5065,4;   4948,8;   4813,5;   5201,4;   5763,1;   5854,7;   5702,9;   5468,6;
Energía total de venta sistema portugués (MWh);   4468,2;   3985,8;   3773,8;   3723,2;   3690,1;   3680,2;   3920,5;   4039,1;   4431,3;   4943,2;   5143,5;   5166,8;   5057,1;   5016,2;   4704,1;   4582,7;   4514,3;   4493,8;   5037,8;   6174,3;   7483,3;   7561,4;   7041,6;   6031,6;
Energía total del mercado Ibérico (MWh);  22737,1;  20745,4;  19329,0;  18813,4;  18569,8;  18346,9;  18441,7;  18612,6;  19523,0;  21221,3;  22705,6;  23476,3;  23692,7;  24079,1;  23825,8;  22534,3;  21983,0;  21557,7;  21758,0;  24507,0;  27416,4;  27639,7;  26487,1;  24367,5;
Energía total con bilaterales del mercado Ibérico (MWh);  31144,5;  28713,5;  26954,8;  26260,3;  25920,9;  25691,0;  25891,5;  26067,2;  27132,0;  29353,7;  31290,7;  32227,7;  32453,4;  32902,7;  32523,9;  30913,8;  30171,6;  29644,2;  29982,1;  33503,5;  36848,6;  37118,7;  35795,7;  33151,8;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    651,2;    449,4;    134,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    224,3;    972,9;   1720,2;   1706,7;   1338,7;    563,0;
Exportación de España a Portugal (MWh);    670,8;    797,8;    847,2;   1114,2;   1130,0;    897,7;    475,8;    355,8;     19,8;      0,0;      0,0;      0,0;    217,7;    340,3;    460,1;    409,7;    551,1;    455,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
