OMIE - Mercado de electricidad;Fecha Emisión :12/02/2016 - 13:15;;13/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  11,30;   7,90;   5,40;   5,00;   4,01;   4,00;   5,00;   5,10;   5,40;   8,25;  12,07;  11,59;   9,25;   9,25;   7,90;   6,00;   6,00;   6,50;   8,77;  18,10;  19,30;  19,10;  14,00;  11,39;
Precio marginal en el sistema portugués (EUR/MWh);  11,30;   7,90;   5,40;   5,00;   4,01;   4,00;   5,00;   5,10;   5,40;   8,25;  12,07;  11,59;   9,25;   9,25;   7,90;   6,00;   6,00;   6,50;   8,77;  18,10;  19,30;  19,10;  14,00;  11,39;
Energía total de compra sistema español (MWh);  24541,8;  23115,7;  21779,3;  21395,8;  20998,1;  20876,9;  21330,2;  22268,9;  23452,5;  25126,4;  27071,0;  27302,5;  26933,6;  26986,0;  26284,5;  25229,5;  24631,7;  24468,9;  24901,2;  25828,0;  25836,4;  26104,4;  26157,6;  24639,3;
Energía total de venta sistema español (MWh);  23498,3;  23076,5;  22268,5;  21705,2;  21324,9;  21239,1;  21729,5;  21976,1;  22358,6;  23743,5;  25070,8;  25330,9;  25248,5;  25454,4;  25052,6;  24121,3;  23460,5;  23171,8;  23264,2;  24812,6;  24768,1;  24922,9;  25061,2;  23590,8;
Energía total de compra sistema portugués (MWh);   5523,2;   5416,0;   5295,6;   5056,2;   4970,8;   4941,3;   4941,9;   5043,9;   5205,5;   5325,4;   5529,5;   5756,7;   6051,6;   6046,5;   6042,2;   6119,7;   6061,9;   5955,9;   5806,0;   5940,4;   6078,4;   5906,1;   5645,6;   5435,0;
Energía total de venta sistema portugués (MWh);   8716,7;   7605,2;   7006,4;   6946,8;   6844,0;   6779,1;   6742,6;   7536,7;   7449,4;   7858,3;   8679,7;   8878,3;   8886,7;   8728,1;   8424,1;   8377,9;   8383,1;   8403,0;   8593,0;   9105,8;   9296,7;   9237,6;   8892,0;   8633,5;
Energía total del mercado Ibérico (MWh);  30065,0;  28531,7;  27074,9;  26452,0;  25968,9;  25818,2;  26272,1;  27312,8;  28658,0;  30451,8;  32600,5;  33059,2;  32985,2;  33032,5;  32326,7;  31349,2;  30693,6;  30424,8;  30707,2;  31768,4;  31914,8;  32010,5;  31803,2;  30074,3;
Energía total con bilaterales del mercado Ibérico (MWh);  35360,1;  33256,9;  31612,3;  30989,4;  30512,3;  30367,6;  30837,5;  31969,1;  33795,3;  36210,5;  38557,5;  39117,8;  39040,5;  39019,7;  38157,8;  36793,9;  36126,9;  35863,1;  36628,5;  37984,4;  38369,9;  38423,1;  37746,7;  35496,6;
Importación de España desde Portugal (MWh);   3193,5;   2189,2;   1710,8;   1890,6;   1873,2;   1837,8;   1800,7;   2492,8;   2243,9;   2532,9;   3150,2;   3121,6;   2835,1;   2681,6;   2381,9;   2258,2;   2321,2;   2447,1;   2787,0;   3165,4;   3218,3;   3331,5;   3246,4;   3198,5;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
