OMIE - Mercado de electricidad;Fecha Emisión :11/03/2016 - 13:25;;12/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  29,01;  26,10;  25,69;  24,50;  23,26;  24,50;  25,45;  25,51;  28,91;  30,09;  29,26;  28,44;  27,60;  27,60;  27,06;  24,97;  23,67;  27,07;  34,00;  36,97;  35,00;  31,82;  30,91;  30,00;
Precio marginal en el sistema portugués (EUR/MWh);  29,01;  26,10;  25,69;  24,50;  23,26;  24,50;  25,45;  25,51;  28,91;  30,09;  29,26;  28,44;  27,60;  27,60;  27,06;  24,97;  23,67;  27,07;  34,00;  36,97;  35,00;  31,82;  30,91;  30,00;
Energía total de compra sistema español (MWh);  19163,9;  17215,7;  15714,5;  15237,5;  15323,6;  14772,1;  14875,8;  15852,5;  17525,5;  20039,1;  21452,2;  21787,3;  22106,1;  22316,0;  21545,5;  20085,7;  19578,8;  18515,5;  18801,5;  20392,7;  22158,6;  22343,3;  21400,1;  19639,5;
Energía total de venta sistema español (MWh);  17251,4;  16110,4;  15469,0;  14337,2;  14380,7;  14281,8;  14584,7;  15860,9;  17182,9;  18456,6;  19543,9;  19640,0;  19362,2;  19289,0;  18712,1;  18069,4;  17742,4;  18039,4;  19147,7;  19650,0;  18747,7;  18428,0;  18165,4;  17827,6;
Energía total de compra sistema portugués (MWh);   5653,7;   5175,2;   4816,5;   4540,4;   4420,6;   4351,2;   4303,7;   4288,5;   4556,4;   5041,4;   5533,2;   5757,9;   5855,0;   5848,3;   5674,7;   5582,1;   5480,3;   5375,4;   5440,9;   5784,3;   6254,5;   6206,4;   5905,6;   5631,4;
Energía total de venta sistema portugués (MWh);   6289,3;   4990,2;   4508,4;   4014,1;   3946,6;   4001,8;   4460,7;   4745,6;   6601,9;   6944,4;   6930,5;   6716,5;   6265,4;   6175,3;   5808,1;   4898,4;   4803,4;   5722,5;   7144,7;   7398,1;   7400,3;   7421,7;   7337,8;   6942,2;
Energía total del mercado Ibérico (MWh);  24817,6;  22390,9;  20531,0;  19777,9;  19744,2;  19123,3;  19179,5;  20141,0;  22081,9;  25080,5;  26985,4;  27545,2;  27961,1;  28164,3;  27220,2;  25667,8;  25059,1;  23890,9;  24242,4;  26177,0;  28413,1;  28549,7;  27305,7;  25270,9;
Energía total con bilaterales del mercado Ibérico (MWh);  33489,9;  30623,6;  28425,4;  27511,8;  27394,9;  26775,9;  26998,2;  28128,9;  30466,0;  34152,5;  36529,7;  37056,9;  36802,7;  36880,0;  35887,4;  34331,7;  33722,2;  32569,8;  33087,8;  35634,1;  38345,8;  38480,1;  36473,4;  33785,6;
Importación de España desde Portugal (MWh);    635,6;      0,0;      0,0;      0,0;      0,0;      0,0;    157,0;    457,1;   2045,5;   1903,0;   1397,3;    958,6;    410,4;    327,0;    133,4;      0,0;      0,0;    347,1;   1703,8;   1613,8;   1145,8;   1215,3;   1432,2;   1310,8;
Exportación de España a Portugal (MWh);      0,0;    185,0;    308,1;    526,3;    474,0;    349,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    683,7;    676,9;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
