OMIE - Mercado de electricidad;Fecha Emisión :05/03/2016 - 13:31;;06/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  20,00;  12,40;  10,85;  10,00;   9,60;   9,70;  10,00;  10,00;  10,44;  11,30;  11,19;  10,60;  10,00;  10,44;  10,60;   8,50;   7,94;   9,70;   9,60;  20,01;  29,17;  26,10;  27,01;  15,40;
Precio marginal en el sistema portugués (EUR/MWh);  20,00;  12,40;  10,85;  10,00;   9,60;   9,70;  10,00;  10,00;  10,44;  11,30;  11,19;  10,60;  10,00;  10,44;  10,60;   8,50;   7,94;   9,70;   9,60;  20,01;  25,69;  26,10;  24,69;  15,40;
Energía total de compra sistema español (MWh);  18187,0;  16115,5;  15534,7;  15351,1;  15435,0;  15437,5;  15433,3;  15715,4;  16415,1;  17474,9;  19244,7;  20000,9;  20327,7;  20699,4;  20755,9;  20257,5;  19422,6;  18496,1;  19297,3;  20383,5;  22082,9;  22305,1;  21307,5;  19396,3;
Energía total de venta sistema español (MWh);  18810,6;  17723,2;  17534,8;  17283,6;  17228,1;  17165,0;  17185,7;  17165,5;  17818,4;  18757,9;  20818,2;  21904,0;  22212,8;  22531,2;  22694,6;  22003,0;  20992,9;  19919,7;  19917,9;  20299,3;  21433,0;  20508,4;  21157,5;  19583,0;
Energía total de compra sistema portugués (MWh);   5211,7;   4821,6;   4456,4;   4236,3;   4101,5;   4031,2;   4009,3;   3950,9;   4049,6;   4324,4;   4752,4;   5119,8;   5368,1;   5464,0;   5277,9;   5111,8;   4991,0;   4880,7;   5005,7;   5399,3;   5901,1;   5972,3;   5777,6;   5547,1;
Energía total de venta sistema portugués (MWh);   6638,1;   5513,9;   4756,3;   4603,8;   4608,4;   4603,7;   4556,9;   4800,8;   4946,3;   5341,4;   5478,9;   5516,7;   5783,0;   5932,2;   5639,2;   5666,3;   5720,7;   5757,1;   6435,1;   7533,5;   8101,1;   8136,8;   7977,6;   7410,4;
Energía total del mercado Ibérico (MWh);  23398,7;  20937,1;  19991,1;  19587,4;  19536,5;  19468,7;  19442,6;  19666,3;  20464,7;  21799,3;  23997,1;  25120,7;  25695,8;  26163,4;  26033,8;  25369,3;  24413,6;  23376,8;  24303,0;  25782,8;  27984,0;  28277,4;  27085,1;  24943,4;
Energía total con bilaterales del mercado Ibérico (MWh);  30896,9;  28307,2;  27044,8;  26453,9;  26319,7;  26257,7;  26323,4;  26527,2;  27433,4;  29284,4;  31946,8;  33244,8;  33799,8;  34153,4;  33543,8;  32847,2;  31891,5;  30854,6;  31978,7;  34146,2;  36940,1;  37312,5;  35699,8;  33095,5;
Importación de España desde Portugal (MWh);   1426,4;    692,3;    299,9;    367,5;    506,9;    572,5;    547,6;    849,9;    896,7;   1017,0;    726,5;    396,9;    414,9;    468,2;    361,3;    554,5;    729,7;    876,4;   1429,4;   2134,2;   2200,0;   2164,5;   2200,0;   1863,3;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
