OMIE - Mercado de electricidad;Fecha Emisión :09/03/2016 - 13:29;;10/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  18,19;  14,59;  12,10;  11,60;  11,69;  12,40;  18,19;  23,50;  22,69;  24,17;  22,15;  19,04;  18,34;  18,19;  15,45;  16,19;  18,19;  20,32;  22,15;  29,20;  36,85;  31,30;  28,69;  26,75;
Precio marginal en el sistema portugués (EUR/MWh);  18,19;  14,59;  12,10;  11,60;  11,69;  12,40;  18,19;  23,50;  22,69;  24,17;  22,15;  19,04;  18,34;  18,19;  15,45;  16,19;  18,19;  20,32;  22,15;  29,20;  36,85;  31,30;  28,69;  26,75;
Energía total de compra sistema español (MWh);  19271,8;  17551,4;  17021,6;  16784,4;  16891,9;  17071,1;  18371,5;  20937,0;  22645,4;  23831,4;  24339,3;  24422,1;  24284,7;  24271,2;  23532,8;  22755,2;  22158,1;  21537,1;  21642,0;  23308,7;  24369,6;  24350,3;  22544,7;  20314,1;
Energía total de venta sistema español (MWh);  20129,0;  19989,7;  19413,4;  19248,8;  19146,9;  19093,0;  19369,3;  19934,1;  21760,5;  23589,8;  24736,9;  25378,6;  25522,4;  25600,6;  25382,3;  24818,2;  23763,7;  22488,2;  21906,6;  22188,2;  22152,4;  21663,7;  21710,2;  20155,5;
Energía total de compra sistema portugués (MWh);   6267,7;   6359,2;   6094,0;   5966,6;   5824,3;   5745,8;   5045,2;   4701,1;   5357,4;   6283,5;   6766,5;   7083,1;   7466,0;   7357,3;   7721,7;   7778,2;   7191,8;   6521,1;   6370,5;   6556,8;   6887,0;   6779,0;   6507,2;   6220,9;
Energía total de venta sistema portugués (MWh);   6110,5;   5320,9;   5102,2;   4902,2;   4969,3;   5123,9;   5447,4;   6404,0;   6942,3;   7225,1;   7068,9;   6826,6;   6928,3;   6727,9;   6572,2;   6415,2;   6286,2;   6270,0;   6805,9;   8377,3;   8547,9;   8286,4;   7909,7;   7079,5;
Energía total del mercado Ibérico (MWh);  25539,5;  23910,6;  23115,6;  22751,0;  22716,2;  22816,9;  23416,7;  25638,1;  28002,8;  30114,9;  31105,8;  31505,2;  31750,7;  31628,5;  31254,5;  30533,4;  29349,9;  28058,2;  28012,5;  29865,5;  31256,6;  31129,3;  29051,9;  26535,0;
Energía total con bilaterales del mercado Ibérico (MWh);  34157,0;  32638,4;  31565,3;  30884,7;  30832,6;  31063,8;  31811,2;  34820,6;  38049,6;  40491,1;  41648,8;  42030,1;  42276,9;  42130,3;  41453,6;  40526,7;  39248,1;  37936,8;  38056,8;  40545,1;  42334,4;  42065,6;  39190,9;  35994,9;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    402,2;   1702,9;   1584,9;    941,6;    302,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    435,4;   1820,5;   1660,9;   1507,4;   1402,5;    858,6;
Exportación de España a Portugal (MWh);    157,2;   1038,3;    991,8;   1064,4;    855,0;    621,9;      0,0;      0,0;      0,0;      0,0;      0,0;    256,5;    537,7;    629,4;   1149,5;   1363,0;    905,6;    251,1;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
