OMIE - Mercado de electricidad;Fecha Emisión :12/04/2016 - 13:37;;13/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  21,11;  19,50;  18,69;  17,90;  17,80;  18,69;  19,52;  22,29;  27,75;  28,00;  25,69;  23,69;  22,29;  21,81;  20,01;  19,52;  19,69;  20,00;  20,69;  22,00;  28,40;  31,31;  28,00;  22,09;
Precio marginal en el sistema portugués (EUR/MWh);  21,11;  19,50;  18,69;  17,90;  17,80;  18,69;  19,52;  22,29;  26,22;  28,00;  25,69;  23,69;  22,29;  21,81;  20,01;  19,52;  19,69;  20,00;  20,69;  22,00;  28,40;  31,31;  28,00;  22,09;
Energía total de compra sistema español (MWh);  17338,9;  16308,2;  16504,6;  16189,4;  16317,9;  16337,7;  16760,2;  19527,2;  21468,9;  22307,3;  22765,0;  22844,9;  22961,3;  22787,7;  22003,1;  21268,6;  20860,5;  20417,1;  19841,8;  19587,5;  20562,1;  22232,5;  20356,2;  18540,5;
Energía total de venta sistema español (MWh);  18260,4;  17757,7;  17786,9;  17835,8;  17944,5;  17807,4;  17636,7;  19678,3;  21168,9;  22610,8;  23729,0;  24183,2;  24323,3;  24223,5;  23632,2;  23098,5;  22577,0;  21886,4;  21160,1;  20557,2;  20792,4;  20011,0;  19864,8;  18986,6;
Energía total de compra sistema portugués (MWh);   5351,2;   4862,8;   4478,8;   4360,0;   4277,0;   4254,8;   4313,2;   4558,9;   5100,3;   5891,3;   6389,6;   6522,7;   6602,5;   6372,1;   6294,3;   6410,6;   6376,8;   6422,6;   6224,9;   6061,6;   6135,8;   6377,7;   6242,7;   5854,9;
Energía total de venta sistema portugués (MWh);   7079,7;   6263,3;   6046,5;   5563,6;   5500,4;   5635,1;   5836,7;   6807,8;   7800,3;   7987,8;   7825,6;   7584,4;   7640,5;   7336,3;   7065,2;   6980,7;   7060,3;   7353,3;   7306,6;   7491,9;   8305,5;   8678,3;   8921,2;   8058,8;
Energía total del mercado Ibérico (MWh);  22690,1;  21171,0;  20983,4;  20549,4;  20594,9;  20592,5;  21073,4;  24086,1;  26569,2;  28198,6;  29154,6;  29367,6;  29563,8;  29159,8;  28297,4;  27679,2;  27237,3;  26839,7;  26066,7;  25649,1;  26697,9;  28610,2;  26598,9;  24395,4;
Energía total con bilaterales del mercado Ibérico (MWh);  31204,7;  29234,0;  28842,3;  28311,0;  28325,0;  28421,5;  29377,4;  33192,3;  36346,5;  38323,9;  39434,4;  39631,2;  39837,8;  39423,3;  38251,3;  37391,5;  36838,0;  36389,9;  35620,9;  35281,5;  36674,9;  39061,7;  36319,6;  33437,4;
Importación de España desde Portugal (MWh);   1728,5;   1400,5;   1567,7;   1203,6;   1223,4;   1380,3;   1523,5;   2248,9;   2700,0;   2096,5;   1436,0;   1061,7;   1038,0;    964,2;    770,9;    570,1;    683,5;    930,7;   1081,7;   1430,3;   2169,7;   2300,6;   2678,5;   2203,9;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
