OMIE - Mercado de electricidad;Fecha Emisión :08/04/2016 - 13:23;;09/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  19,75;  15,69;  17,69;  14,79;  13,69;  13,00;  15,00;  17,69;  18,29;  20,50;  20,69;  19,50;  18,09;  17,69;  16,50;  13,74;  12,69;  12,69;  14,01;  15,69;  21,60;  29,56;  27,44;  22,00;
Precio marginal en el sistema portugués (EUR/MWh);  19,75;  15,69;  17,69;  14,79;  13,69;  13,00;  15,00;  17,69;  18,29;  20,50;  20,69;  19,50;  18,09;  17,69;  16,50;  13,74;  12,69;  12,69;  14,01;  15,69;  21,60;  29,56;  27,44;  22,00;
Energía total de compra sistema español (MWh);  18008,6;  16356,4;  15215,0;  14431,5;  14190,2;  14089,5;  14309,9;  14770,1;  16350,8;  18278,6;  19844,4;  20102,8;  19902,2;  19826,9;  19347,8;  18424,0;  17848,3;  17413,0;  17024,8;  16867,2;  18222,5;  19890,7;  18943,9;  17767,3;
Energía total de venta sistema español (MWh);  17778,6;  17046,2;  16542,6;  15964,7;  15842,4;  15714,8;  15770,8;  16058,1;  16573,3;  18359,8;  20186,2;  20786,8;  20834,7;  20788,0;  20940,7;  20379,8;  19984,1;  19312,6;  18429,7;  17983,5;  18473,9;  18633,8;  18759,3;  18368,0;
Energía total de compra sistema portugués (MWh);   5213,1;   4786,3;   4556,8;   4300,3;   4196,4;   4160,2;   4136,3;   4218,3;   4401,9;   4806,4;   5223,5;   5463,8;   5571,8;   5571,2;   5466,1;   5410,6;   5314,0;   5220,1;   5215,8;   5255,3;   5476,8;   5810,4;   5694,1;   5415,4;
Energía total de venta sistema portugués (MWh);   7193,1;   5846,5;   6129,2;   5667,1;   5444,2;   5434,9;   5575,4;   5830,3;   5929,4;   6475,2;   6631,7;   6529,8;   6389,3;   6360,1;   6273,2;   5854,8;   5578,2;   5720,5;   6210,9;   6539,0;   7625,4;   7923,1;   7728,9;   7514,7;
Energía total del mercado Ibérico (MWh);  23221,7;  21142,7;  19771,8;  18731,8;  18386,6;  18249,7;  18446,2;  18988,4;  20752,7;  23085,0;  25067,9;  25566,6;  25474,0;  25398,1;  24813,9;  23834,6;  23162,3;  22633,1;  22240,6;  22122,5;  23699,3;  25701,1;  24638,0;  23182,7;
Energía total con bilaterales del mercado Ibérico (MWh);  31752,5;  29255,6;  27590,1;  26418,0;  25962,6;  25833,0;  26188,1;  26968,1;  29027,8;  31967,0;  34389,1;  35019,4;  34855,7;  34802,4;  34022,3;  32691,4;  31770,0;  31104,8;  30699,2;  30700,9;  32670,8;  35254,0;  33853,0;  31919,6;
Importación de España desde Portugal (MWh);   1980,0;   1060,2;   1572,4;   1366,8;   1247,8;   1274,7;   1439,1;   1612,0;   1527,5;   1668,8;   1408,2;   1066,0;    817,5;    788,9;    807,1;    444,2;    264,2;    500,4;    995,1;   1283,7;   2148,6;   2112,7;   2034,8;   2099,3;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
