OMIE - Mercado de electricidad;Fecha Emisión :08/03/2016 - 13:29;;09/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  27,51;  24,10;  20,94;  20,08;  20,00;  19,69;  21,63;  23,60;  27,43;  28,00;  27,00;  24,50;  22,58;  21,12;  18,69;  13,71;  12,10;  12,40;  15,94;  22,14;  27,05;  25,80;  21,63;  17,44;
Precio marginal en el sistema portugués (EUR/MWh);  27,51;  24,10;  20,94;  20,08;  20,00;  19,69;  21,63;  23,60;  24,10;  26,69;  27,00;  24,50;  22,58;  21,12;  18,69;  13,71;  12,10;  12,40;  15,94;  22,14;  27,05;  25,80;  21,63;  17,44;
Energía total de compra sistema español (MWh);  19214,5;  17333,2;  16172,4;  15629,3;  15704,1;  16388,4;  18268,7;  21074,1;  22649,4;  23513,5;  24197,3;  24329,9;  24249,0;  24464,7;  23929,3;  23369,0;  22880,5;  22536,2;  22379,6;  24438,4;  25637,7;  24972,2;  23021,2;  20368,8;
Energía total de venta sistema español (MWh);  16929,4;  16681,6;  16151,0;  16389,3;  17369,8;  18057,5;  18759,9;  19837,7;  21149,4;  22013,5;  22774,6;  23236,7;  23366,7;  24063,7;  24886,5;  25003,0;  24470,2;  24123,6;  23728,0;  23495,9;  24221,8;  23491,1;  22204,5;  21263,5;
Energía total de compra sistema portugués (MWh);   5690,1;   5184,0;   4834,7;   4578,7;   4498,2;   4740,8;   4471,9;   4675,9;   5383,7;   6279,4;   6757,3;   6928,4;   7025,1;   6827,8;   7457,7;   8127,9;   8036,6;   7944,5;   7645,7;   6637,8;   6923,7;   6792,8;   6505,3;   7253,0;
Energía total de venta sistema portugués (MWh);   6375,2;   5178,1;   3834,7;   3982,7;   4232,5;   4471,7;   5380,7;   6612,3;   7583,7;   8479,4;   8880,0;   8721,6;   8607,4;   7928,8;   7200,5;   7193,9;   7146,9;   7057,1;   6997,3;   8280,3;   9039,6;   8875,8;   8022,0;   7058,3;
Energía total del mercado Ibérico (MWh);  24904,6;  22517,2;  21007,1;  20208,0;  20202,3;  21129,2;  22740,6;  25750,0;  28033,1;  29792,9;  30954,6;  31258,3;  31274,1;  31292,5;  31387,0;  31496,9;  30917,1;  30480,7;  30025,3;  31076,2;  32561,4;  31765,0;  29526,5;  27621,8;
Energía total con bilaterales del mercado Ibérico (MWh);  33363,4;  30635,6;  28887,5;  27964,9;  27949,1;  29004,3;  31120,1;  34950,1;  38242,2;  40289,3;  41587,3;  41889,6;  41881,6;  41622,6;  41180,4;  41407,9;  40843,7;  40413,3;  39976,4;  41589,2;  43132,0;  42328,7;  39695,7;  37117,9;
Importación de España desde Portugal (MWh);    685,1;      0,0;      0,0;      0,0;      0,0;      0,0;    908,8;   1936,4;   2200,0;   2200,0;   2122,7;   1793,2;   1582,3;   1101,0;      0,0;      0,0;      0,0;      0,0;      0,0;   1642,5;   2115,9;   2083,0;   1516,7;      0,0;
Exportación de España a Portugal (MWh);      0,0;      5,9;   1000,0;    596,0;    265,7;    269,1;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    257,2;    934,0;    889,7;    887,4;    648,4;      0,0;      0,0;      0,0;      0,0;    194,7;
;;;;;;;;;;;;;;;;;;;;;;;;;
