OMIE - Mercado de electricidad;Fecha Emisión :04/04/2016 - 13:24;;05/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  21,39;  18,10;  15,00;  12,13;  12,00;  12,40;  16,80;  20,98;  23,25;  26,10;  26,00;  23,69;  23,81;  25,94;  23,25;  22,69;  21,69;  21,69;  20,57;  23,25;  29,69;  28,00;  25,32;  23,75;
Precio marginal en el sistema portugués (EUR/MWh);  21,39;  18,10;  15,00;  12,13;  12,00;  12,40;  16,80;  20,98;  23,25;  26,10;  26,00;  23,69;  23,81;  25,94;  23,25;  22,69;  21,69;  21,69;  20,57;  23,25;  29,69;  28,00;  25,32;  23,75;
Energía total de compra sistema español (MWh);  17738,7;  17028,7;  17436,7;  17514,9;  17706,3;  18007,4;  18273,8;  19929,3;  22090,1;  23229,0;  23747,6;  23651,6;  23650,0;  23573,3;  22982,5;  22277,4;  21856,9;  21450,5;  20783,6;  20969,7;  22314,3;  23453,6;  21653,2;  19478,5;
Energía total de venta sistema español (MWh);  17654,2;  18567,8;  19154,9;  19183,4;  19513,2;  19726,4;  19710,5;  20457,1;  21293,7;  22380,2;  23360,2;  24014,4;  24255,3;  24025,0;  24010,3;  23754,1;  23396,7;  23117,8;  22977,4;  21927,1;  22274,9;  20872,0;  20547,9;  19461,4;
Energía total de compra sistema portugués (MWh);   5435,9;   5402,1;   5304,4;   5277,5;   5373,5;   5147,2;   4941,8;   4653,9;   5094,5;   5916,6;   6410,7;   6547,2;   6645,5;   6466,9;   6382,7;   6502,2;   6458,4;   6542,1;   6361,6;   6263,8;   6344,4;   6533,0;   6372,4;   5976,4;
Energía total de venta sistema portugués (MWh);   7120,0;   5863,0;   5586,2;   5609,0;   5566,6;   5428,2;   5505,1;   6076,1;   7640,9;   8365,4;   8398,1;   7784,4;   7640,2;   7615,2;   6954,9;   6625,5;   6518,6;   6474,8;   5767,8;   7056,4;   8133,8;   8013,1;   7404,4;   7014,1;
Energía total del mercado Ibérico (MWh);  23174,6;  22430,8;  22741,1;  22792,4;  23079,8;  23154,6;  23215,6;  24583,2;  27184,6;  29145,6;  30158,3;  30198,8;  30295,5;  30040,2;  29365,2;  28779,6;  28315,3;  27992,6;  27145,2;  27233,5;  28658,7;  29986,6;  28025,6;  25454,9;
Energía total con bilaterales del mercado Ibérico (MWh);  31521,3;  30356,8;  30444,9;  30422,8;  30665,6;  30840,2;  31400,4;  33532,4;  36904,3;  39191,4;  40343,2;  40386,2;  40480,5;  40156,7;  39205,2;  38422,1;  37859,5;  37464,5;  36630,7;  36966,2;  38717,6;  40428,2;  37898,4;  34576,8;
Importación de España desde Portugal (MWh);   1684,1;    460,9;    281,8;    331,5;    193,1;    281,0;    563,3;   1422,2;   2546,4;   2448,8;   1987,4;   1237,2;    994,7;   1148,3;    572,2;    123,3;     60,2;      0,0;      0,0;    792,6;   1789,4;   1480,1;   1032,0;   1037,7;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;     67,3;    593,8;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
