OMIE - Mercado de electricidad;Fecha Emisión :28/03/2016 - 13:38;;29/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  24,01;  20,01;  15,37;  14,99;  14,00;  15,05;  25,35;  34,00;  38,01;  34,69;  33,20;  31,59;  31,70;  31,45;  30,60;  30,61;  29,69;  29,69;  30,52;  35,79;  50,03;  52,71;  43,94;  34,25;
Precio marginal en el sistema portugués (EUR/MWh);  24,01;  20,01;  15,37;  14,99;  14,00;  15,05;  25,35;  28,69;  29,69;  34,69;  33,20;  31,59;  31,70;  31,45;  30,60;  30,61;  29,69;  29,69;  30,52;  35,79;  50,03;  52,71;  43,94;  34,25;
Energía total de compra sistema español (MWh);  20250,9;  18751,3;  18188,2;  18094,3;  18212,3;  18460,4;  19725,6;  22826,2;  25405,1;  26390,4;  26860,2;  27172,8;  27182,6;  27311,2;  26491,0;  25610,0;  24990,6;  24678,0;  24491,7;  25044,9;  26448,9;  26057,7;  24939,7;  22357,8;
Energía total de venta sistema español (MWh);  17736,8;  17349,9;  16430,3;  16358,2;  16574,1;  16568,8;  17909,5;  20429,3;  22346,6;  21793,5;  22835,1;  23372,8;  23741,6;  23952,0;  23395,7;  23250,1;  22728,5;  21907,3;  21354,8;  21716,2;  22348,7;  22017,4;  20779,6;  18921,7;
Energía total de compra sistema portugués (MWh);   5188,5;   5170,0;   4899,4;   4958,1;   5035,6;   4853,8;   4177,3;   4364,2;   5041,1;   5941,8;   6403,3;   6543,8;   6672,5;   6531,1;   6440,0;   6556,9;   6538,4;   6548,9;   6398,5;   6525,1;   6794,5;   6691,3;   6459,4;   6036,0;
Energía total de venta sistema portugués (MWh);   5552,6;   4071,4;   4157,3;   4194,2;   4173,8;   4245,4;   5441,7;   6864,2;   7541,1;   8388,7;   8278,4;   8241,9;   7963,5;   7740,3;   7385,3;   7539,0;   7330,3;   7169,6;   7475,7;   8435,1;   8744,7;   8581,6;   8469,5;   7322,1;
Energía total del mercado Ibérico (MWh);  25439,4;  23921,3;  23087,6;  23052,4;  23247,9;  23314,2;  23902,9;  27190,4;  30446,2;  32332,2;  33263,5;  33716,6;  33855,1;  33842,3;  32931,0;  32166,9;  31529,0;  31226,9;  30890,2;  31570,0;  33243,4;  32749,0;  31399,1;  28393,8;
Energía total con bilaterales del mercado Ibérico (MWh);  29993,4;  28446,4;  27812,5;  27616,3;  27688,2;  28095,3;  28511,9;  32023,6;  35353,2;  37676,7;  38630,7;  39088,6;  39119,7;  39070,0;  38124,8;  37329,6;  36655,6;  36347,9;  36080,2;  37345,8;  39153,3;  38706,1;  37298,4;  33841,3;
Importación de España desde Portugal (MWh);    364,1;      0,0;      0,0;      0,0;      0,0;      0,0;   1264,4;   2500,0;   2500,0;   2446,9;   1875,1;   1698,1;   1291,0;   1209,2;    945,3;    982,1;    791,9;    620,7;   1077,2;   1910,0;   1950,2;   1890,3;   2010,1;   1286,1;
Exportación de España a Portugal (MWh);      0,0;   1098,6;    742,1;    763,9;    861,8;    608,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
