OMIE - Mercado de electricidad;Fecha Emisión :04/03/2016 - 13:21;;05/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  10,60;   8,19;   5,00;   4,50;   4,50;   5,00;   7,20;   8,34;  10,50;  11,90;  12,19;  10,90;  10,00;  10,00;  10,00;   8,10;   7,69;   8,44;   8,19;  14,00;  24,30;  24,44;  20,00;  12,40;
Precio marginal en el sistema portugués (EUR/MWh);  10,60;   8,19;   5,00;   4,50;   4,50;   5,00;   7,20;   8,34;  10,50;  11,90;  12,19;  10,90;  10,00;  10,00;  10,00;   8,10;   7,69;   8,44;   8,19;  14,00;  20,00;  20,69;  18,69;  12,40;
Energía total de compra sistema español (MWh);  23679,3;  22307,8;  21279,9;  20785,4;  20423,4;  20333,2;  20433,1;  20809,2;  22300,9;  23941,2;  25502,8;  26120,3;  26315,8;  26469,1;  26078,5;  25087,4;  24153,8;  23721,4;  23099,2;  23604,0;  24718,3;  24948,0;  23855,3;  22296,2;
Energía total de venta sistema español (MWh);  24702,8;  24243,4;  23772,3;  23464,6;  23208,8;  22912,1;  22798,3;  22572,5;  23539,8;  24765,2;  26515,7;  27391,6;  27500,5;  27461,0;  27008,8;  26334,8;  25361,8;  24356,9;  24012,4;  23874,5;  24568,3;  24279,4;  23705,3;  23207,0;
Energía total de compra sistema portugués (MWh);   5642,6;   5801,2;   5824,1;   5573,1;   5467,3;   5396,4;   5152,6;   4616,9;   4621,0;   5084,2;   5540,8;   5778,5;   5882,6;   5884,0;   5749,1;   6177,7;   6184,9;   5598,6;   5799,9;   5895,8;   6296,2;   6232,6;   5922,6;   5674,9;
Energía total de venta sistema portugués (MWh);   6669,1;   5915,6;   5631,7;   5193,9;   4981,9;   5117,5;   5087,4;   5153,6;   5432,1;   6310,2;   6577,9;   6557,2;   6747,9;   6942,1;   6868,8;   6980,3;   7026,9;   7013,1;   6936,7;   7675,3;   8496,2;   8432,6;   8122,6;   6814,1;
Energía total del mercado Ibérico (MWh);  29321,9;  28109,0;  27104,0;  26358,5;  25890,7;  25729,6;  25585,7;  25426,1;  26921,9;  29025,4;  31043,6;  31898,8;  32198,4;  32353,1;  31827,6;  31265,1;  30338,7;  29320,0;  28899,1;  29499,8;  31014,5;  31180,6;  29777,9;  27971,1;
Energía total con bilaterales del mercado Ibérico (MWh);  33941,7;  32727,9;  31466,0;  30542,1;  30005,8;  29854,3;  29865,7;  29862,2;  31523,6;  33640,6;  36123,9;  36979,1;  37160,7;  37250,4;  36429,4;  35866,8;  34940,4;  33921,6;  34086,8;  35216,5;  37152,1;  37342,2;  35478,0;  33230,4;
Importación de España desde Portugal (MWh);   1026,5;    114,4;      0,0;      0,0;      0,0;      0,0;      0,0;    536,7;    811,1;   1226,0;   1037,1;    778,7;    865,3;   1058,1;   1119,7;    802,6;    842,0;   1414,5;   1136,8;   1779,5;   2200,0;   2200,0;   2200,0;   1139,2;
Exportación de España a Portugal (MWh);      0,0;      0,0;    192,4;    379,2;    485,4;    278,9;     65,2;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
