OMIE - Mercado de electricidad;Fecha Emisión :20/03/2016 - 13:30;;21/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  37,33;  31,79;  28,68;  28,01;  28,01;  28,01;  32,01;  38,00;  40,14;  41,22;  40,00;  40,00;  40,05;  40,00;  38,69;  37,52;  36,46;  35,43;  34,37;  40,20;  40,05;  39,29;  35,86;  32,78;
Precio marginal en el sistema portugués (EUR/MWh);  37,33;  31,79;  28,68;  28,01;  28,01;  28,01;  32,01;  38,00;  38,70;  40,10;  40,00;  40,00;  40,05;  40,00;  38,69;  37,52;  36,46;  35,43;  34,37;  40,20;  40,05;  39,29;  35,86;  32,78;
Energía total de compra sistema español (MWh);  17631,7;  15991,8;  15724,1;  15497,0;  15521,0;  16110,1;  17177,1;  20068,0;  22276,1;  23354,9;  23844,9;  23900,4;  23965,1;  23913,0;  23279,9;  22405,1;  21926,8;  21545,9;  21575,2;  23479,7;  25027,1;  24707,1;  22609,2;  20266,8;
Energía total de venta sistema español (MWh);  15453,1;  13906,7;  13786,3;  13799,9;  13689,7;  14008,3;  14298,6;  16397,3;  18380,4;  19357,2;  19896,4;  20362,8;  20572,1;  20519,2;  20470,6;  20058,6;  19633,5;  19306,6;  19382,0;  21786,6;  21549,8;  21008,4;  19490,9;  18697,6;
Energía total de compra sistema portugués (MWh);   5032,4;   4744,2;   4794,8;   5081,6;   5009,7;   4993,0;   4210,2;   4517,7;   5205,4;   6110,5;   6538,3;   6747,0;   6848,4;   6674,9;   6531,1;   6636,2;   6548,7;   6500,3;   6305,9;   6444,5;   6815,8;   6719,2;   6477,1;   6182,3;
Energía total de venta sistema portugués (MWh);   4611,0;   4179,3;   4082,6;   4128,7;   4191,0;   4444,8;   5119,4;   6335,0;   7005,4;   7910,5;   7886,8;   7684,6;   7641,4;   7468,7;   6740,4;   6382,7;   6242,0;   6139,6;   6107,7;   7712,7;   7693,1;   7817,9;   6995,4;   6869,5;
Energía total del mercado Ibérico (MWh);  22664,1;  20736,0;  20518,9;  20578,6;  20530,7;  21103,1;  21387,3;  24585,7;  27481,5;  29465,4;  30383,2;  30647,4;  30813,5;  30587,9;  29811,0;  29041,3;  28475,5;  28046,2;  27881,1;  29924,2;  31842,9;  31426,3;  29086,3;  26449,1;
Energía total con bilaterales del mercado Ibérico (MWh);  30819,9;  28490,4;  27994,3;  27959,3;  27911,8;  28607,3;  29410,4;  33418,9;  36921,1;  39286,3;  40430,8;  40712,4;  40832,1;  40534,5;  39460,8;  38515,1;  37855,3;  37386,4;  37344,5;  39891,8;  42229,5;  41730,7;  38655,9;  35290,8;
Importación de España desde Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    909,2;   1817,3;   1800,0;   1800,0;   1348,5;    937,6;    793,0;    793,8;    209,3;      0,0;      0,0;      0,0;      0,0;   1268,2;    877,3;   1098,7;    518,3;    687,2;
Exportación de España a Portugal (MWh);    421,4;    564,9;    712,2;    952,9;    818,7;    548,2;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    253,5;    306,7;    360,7;    198,2;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
