OMIE - Mercado de electricidad;Fecha Emisión :14/04/2016 - 13:23;;15/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  24,39;  21,50;  20,69;  20,45;  20,34;  21,08;  25,00;  31,69;  34,70;  34,01;  30,98;  29,96;  28,00;  25,73;  23,19;  21,74;  21,32;  21,49;  22,73;  23,37;  26,00;  26,42;  25,00;  24,69;
Precio marginal en el sistema portugués (EUR/MWh);  24,39;  21,50;  20,69;  20,45;  20,34;  21,08;  25,00;  25,22;  25,90;  29,69;  30,69;  29,96;  28,00;  25,73;  23,19;  21,74;  21,32;  21,49;  22,73;  23,37;  26,00;  26,42;  25,00;  24,69;
Energía total de compra sistema español (MWh);  17709,2;  16182,7;  15680,6;  15288,6;  15196,5;  14890,5;  16257,1;  18559,5;  20269,0;  21396,5;  22049,7;  22351,0;  22512,0;  22246,1;  21584,0;  20813,1;  20364,2;  19924,7;  19418,6;  18918,3;  20047,5;  21478,4;  19827,0;  18091,3;
Energía total de venta sistema español (MWh);  14070,3;  13010,4;  12605,0;  12219,5;  12210,3;  12369,5;  13950,3;  16512,0;  17437,6;  18369,5;  19457,3;  20241,7;  20197,1;  20522,1;  20326,8;  20431,0;  20797,9;  20500,2;  20263,5;  19705,3;  20455,0;  19802,2;  19734,4;  18640,5;
Energía total de compra sistema portugués (MWh);   5319,4;   4871,5;   4601,0;   4378,8;   4262,6;   4235,0;   4323,5;   4566,8;   5150,4;   5904,2;   6348,3;   6480,4;   6622,5;   6369,3;   6309,5;   6452,4;   6370,2;   6284,2;   6184,2;   6030,7;   6140,5;   6366,0;   6232,6;   5822,5;
Energía total de venta sistema portugués (MWh);   6533,5;   5293,8;   4926,6;   4697,9;   4794,7;   5511,9;   7031,2;   7266,8;   7850,4;   8604,2;   9048,3;   8995,8;   9024,0;   8721,0;   8505,3;   7978,6;   7465,0;   7458,3;   7739,3;   7643,7;   8133,0;   8058,6;   7579,5;   7391,4;
Energía total del mercado Ibérico (MWh);  23028,6;  21054,2;  20281,6;  19667,4;  19459,1;  19125,5;  20580,6;  23126,3;  25419,4;  27300,7;  28398,0;  28831,4;  29134,5;  28615,4;  27893,5;  27265,5;  26734,4;  26208,9;  25602,8;  24949,0;  26188,0;  27844,4;  26059,6;  23913,8;
Energía total con bilaterales del mercado Ibérico (MWh);  31428,8;  29073,2;  28067,5;  27339,2;  27127,4;  26872,2;  28781,6;  32125,7;  34963,8;  37162,6;  38438,3;  38909,5;  39153,6;  38591,2;  37570,8;  36712,1;  36054,6;  35457,9;  34830,2;  34282,9;  35792,3;  37962,6;  35759,8;  33096,3;
Importación de España desde Portugal (MWh);   1214,1;    422,3;    325,6;    319,1;    532,1;   1276,9;   2707,7;   2700,0;   2700,0;   2700,0;   2700,0;   2515,4;   2401,5;   2351,7;   2195,8;   1526,2;   1094,8;   1174,1;   1555,1;   1613,0;   1992,5;   1692,6;   1346,9;   1568,9;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
