OMIE - Mercado de electricidad;Fecha Emisión :21/03/2016 - 13:22;;22/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  31,83;  28,01;  27,70;  26,94;  25,69;  27,59;  33,02;  38,10;  39,72;  38,91;  38,40;  38,59;  38,59;  38,19;  37,50;  35,86;  35,51;  34,69;  36,73;  40,64;  38,10;  36,20;  33,35;  31,48;
Precio marginal en el sistema portugués (EUR/MWh);  31,83;  28,01;  27,70;  26,94;  25,69;  27,59;  33,02;  35,51;  36,07;  38,59;  38,40;  38,59;  38,59;  38,19;  37,50;  35,86;  35,51;  34,69;  36,73;  39,46;  38,10;  36,20;  33,35;  31,48;
Energía total de compra sistema español (MWh);  18792,7;  17269,8;  16094,2;  15560,2;  15659,4;  15880,1;  17488,9;  19935,3;  22338,6;  23235,4;  23692,3;  23764,2;  23594,4;  23510,7;  22888,7;  22308,4;  21727,1;  21450,4;  20963,2;  22286,7;  24282,0;  24025,2;  22507,9;  20056,7;
Energía total de venta sistema español (MWh);  17214,2;  16678,5;  15437,3;  15164,2;  15176,1;  15144,4;  16576,6;  18131,5;  19441,1;  20055,1;  20161,7;  20633,9;  20746,0;  20640,6;  20348,4;  20117,2;  19887,0;  19589,4;  20105,4;  22279,7;  20904,6;  20620,4;  20349,0;  19957,0;
Energía total de compra sistema portugués (MWh);   5633,1;   5169,0;   4799,7;   5188,8;   5299,4;   4684,8;   4446,0;   4687,1;   5396,2;   6250,4;   6753,7;   6917,3;   6990,3;   6806,2;   6658,2;   6782,2;   6713,1;   6644,8;   6381,4;   6469,2;   6820,8;   6703,7;   6464,6;   6163,5;
Energía total de venta sistema portugués (MWh);   5637,3;   5227,3;   5059,3;   4851,5;   4611,5;   4780,7;   5286,0;   6487,1;   7196,2;   7950,4;   7834,3;   7597,6;   7388,7;   7226,3;   6748,5;   6523,4;   6103,2;   6055,8;   7126,1;   8269,2;   7758,4;   7508,5;   6038,3;   5742,0;
Energía total del mercado Ibérico (MWh);  24425,8;  22438,8;  20893,9;  20749,0;  20958,8;  20564,9;  21934,9;  24622,4;  27734,8;  29485,8;  30446,0;  30681,5;  30584,7;  30316,9;  29546,9;  29090,6;  28440,2;  28095,2;  27344,6;  28755,9;  31102,8;  30728,9;  28972,5;  26220,2;
Energía total con bilaterales del mercado Ibérico (MWh);  32729,9;  30323,5;  28527,2;  28289,4;  28456,9;  28155,6;  30014,2;  33510,9;  37175,5;  39433,8;  40557,7;  40789,8;  40657,1;  40323,4;  39240,9;  38603,1;  37885,6;  37490,8;  36905,2;  38845,6;  41604,7;  41123,5;  38631,9;  35165,5;
Importación de España desde Portugal (MWh);      4,2;     58,3;    259,6;      0,0;      0,0;     95,9;    840,0;   1800,0;   1800,0;   1700,0;   1080,6;    680,3;    398,4;    420,1;     90,3;      0,0;      0,0;      0,0;    744,7;   1800,0;    937,6;    804,8;      0,0;      0,0;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;    337,3;    687,9;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    258,8;    609,9;    589,0;      0,0;      0,0;      0,0;      0,0;    426,3;    421,5;
;;;;;;;;;;;;;;;;;;;;;;;;;
