OMIE - Mercado de electricidad;Fecha Emisión :29/03/2016 - 13:27;;30/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  32,20;  29,69;  25,01;  23,01;  22,53;  25,00;  29,60;  32,27;  38,40;  38,40;  36,43;  34,00;  31,69;  30,73;  28,48;  26,80;  25,64;  29,04;  31,90;  35,75;  37,00;  36,00;  31,69;  28,76;
Precio marginal en el sistema portugués (EUR/MWh);  32,20;  29,69;  25,01;  23,01;  22,53;  25,00;  29,60;  32,27;  36,69;  38,40;  36,43;  34,00;  31,69;  30,73;  28,48;  26,80;  25,64;  29,04;  31,90;  35,17;  35,55;  32,68;  31,69;  28,76;
Energía total de compra sistema español (MWh);  18634,4;  16987,3;  16018,6;  15555,0;  15507,3;  15786,6;  17615,0;  20375,3;  22153,9;  22936,4;  23436,1;  23552,7;  23705,0;  24028,9;  23546,3;  22782,5;  22008,8;  21508,8;  20819,4;  21892,6;  23893,6;  23982,1;  22500,7;  20047,1;
Energía total de venta sistema español (MWh);  15428,5;  14465,8;  14367,4;  13970,5;  13877,3;  13877,6;  14461,1;  17161,2;  18830,1;  19347,8;  19763,9;  20756,4;  21018,0;  21385,5;  21787,9;  21405,9;  21082,1;  20784,4;  20819,4;  21142,6;  20314,4;  19617,3;  18574,2;  17503,6;
Energía total de compra sistema portugués (MWh);   5450,0;   5009,8;   4898,9;   4924,9;   4846,0;   4554,1;   4352,2;   4509,7;   5153,7;   6079,2;   6520,8;   6647,3;   6765,4;   6610,7;   6528,6;   6644,7;   6586,2;   6567,7;   6405,0;   6491,9;   6827,0;   6768,2;   6514,7;   6058,0;
Energía total de venta sistema portugués (MWh);   6505,9;   5131,3;   4150,1;   4109,4;   4076,0;   4063,1;   5197,2;   6726,1;   7653,7;   8107,6;   8043,0;   8005,7;   7302,4;   7390,1;   6840,2;   6633,0;   6582,8;   6966,4;   7974,6;   8991,9;   9327,0;   9268,2;   8800,5;   8022,3;
Energía total del mercado Ibérico (MWh);  24084,4;  21997,1;  20917,5;  20479,9;  20353,3;  20340,7;  21967,2;  24885,0;  27307,6;  29015,6;  29956,9;  30200,0;  30470,4;  30639,6;  30074,9;  29427,2;  28595,0;  28076,5;  27224,4;  28384,5;  30720,6;  30750,3;  29015,4;  26105,1;
Energía total con bilaterales del mercado Ibérico (MWh);  31718,5;  29200,9;  27857,8;  27304,0;  27140,8;  27224,0;  29315,8;  33052,8;  36046,6;  38252,6;  39358,1;  39643,7;  39804,5;  39666,6;  38565,2;  37822,6;  37053,9;  36532,4;  35969,7;  37678,7;  40434,1;  40298,7;  38004,7;  34236,8;
Importación de España desde Portugal (MWh);   1055,9;    121,5;      0,0;      0,0;      0,0;      0,0;    845,0;   2216,4;   2500,0;   2028,4;   1522,2;   1358,4;    537,0;    779,4;    311,6;      0,0;      0,0;    398,7;   1569,6;   2500,0;   2500,0;   2500,0;   2285,8;   1964,3;
Exportación de España a Portugal (MWh);      0,0;      0,0;    748,8;    815,5;    770,0;    491,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;     11,7;      3,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
