OMIE - Mercado de electricidad;Fecha Emisión :10/04/2016 - 13:26;;11/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  10,50;   9,00;   8,00;   8,19;   8,19;   9,00;  11,90;  19,00;  21,25;  25,68;  23,69;  21,00;  20,69;  20,00;  18,50;  15,50;  15,00;  15,69;  16,69;  19,01;  25,01;  31,49;  27,86;  20,00;
Precio marginal en el sistema portugués (EUR/MWh);  10,50;   9,00;   8,00;   8,19;   8,19;   9,00;  11,90;  19,00;  21,25;  25,68;  23,69;  21,00;  20,69;  20,00;  18,50;  15,50;  15,00;  15,69;  16,69;  19,01;  25,01;  31,49;  27,86;  20,00;
Energía total de compra sistema español (MWh);  17145,8;  16083,5;  15581,2;  15062,4;  14978,6;  15312,5;  16737,7;  19338,0;  21424,9;  22497,1;  23130,4;  23341,2;  23460,4;  23327,6;  22576,7;  21778,3;  21413,4;  21004,5;  20489,4;  20417,5;  21576,1;  22862,0;  20928,5;  19146,5;
Energía total de venta sistema español (MWh);  17665,9;  16928,2;  17060,8;  16944,6;  16978,4;  16920,8;  17732,5;  19508,1;  21773,9;  23360,4;  24335,9;  24387,8;  24271,6;  23661,9;  22688,7;  22564,6;  22225,8;  22009,3;  21449,7;  20960,7;  21856,6;  21392,1;  21239,4;  19793,0;
Energía total de compra sistema portugués (MWh);   4999,4;   4992,2;   4696,6;   4515,9;   4425,6;   4409,9;   4034,3;   4361,7;   4923,9;   5766,5;   6310,5;   6471,7;   6582,3;   6393,1;   6300,4;   6427,7;   6376,7;   6427,1;   6237,2;   6062,5;   6093,6;   6353,7;   6269,7;   5914,5;
Energía total de venta sistema portugués (MWh);   7179,3;   7047,5;   6117,0;   5533,7;   5325,8;   5701,6;   5439,5;   6591,6;   6974,9;   7303,2;   7505,0;   7825,1;   8171,1;   8458,8;   8588,4;   8041,4;   7964,3;   7822,3;   7676,9;   7919,3;   8213,1;   8317,0;   8278,1;   7918,0;
Energía total del mercado Ibérico (MWh);  22145,2;  21075,7;  20277,8;  19578,3;  19404,2;  19722,4;  20772,0;  23699,7;  26348,8;  28263,6;  29440,9;  29812,9;  30042,7;  29720,7;  28877,1;  28206,0;  27790,1;  27431,6;  26726,6;  26480,0;  27669,7;  29215,7;  27198,2;  25061,0;
Energía total con bilaterales del mercado Ibérico (MWh);  30348,6;  28897,2;  27848,5;  27021,6;  26778,9;  27274,7;  28871,7;  32518,2;  35672,9;  37980,9;  39362,8;  39779,3;  39990,1;  39654,9;  38531,4;  37619,2;  37076,2;  36650,8;  35925,3;  35780,8;  37401,9;  39429,6;  36849,4;  33997,7;
Importación de España desde Portugal (MWh);   2179,9;   2055,3;   1420,4;   1017,8;    900,2;   1291,7;   1405,2;   2229,9;   2051,0;   1536,7;   1194,5;   1353,4;   1588,8;   2065,7;   2288,0;   1613,7;   1587,6;   1395,2;   1439,7;   1856,8;   2119,5;   1963,3;   2008,4;   2003,5;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
