OMIE - Mercado de electricidad;Fecha Emisión :17/04/2016 - 12:56;;18/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  23,72;  20,90;  19,70;  18,90;  19,00;  20,60;  27,50;  37,06;  39,74;  41,51;  32,24;  29,71;  28,03;  26,74;  23,73;  21,80;  20,50;  21,05;  23,19;  25,50;  27,92;  29,22;  27,00;  22,01;
Precio marginal en el sistema portugués (EUR/MWh);  23,72;  20,90;  19,70;  18,90;  19,00;  20,60;  24,19;  23,08;  22,19;  23,19;  23,89;  23,89;  23,48;  23,08;  23,08;  21,80;  20,50;  21,05;  23,19;  23,19;  23,69;  24,09;  23,69;  22,01;
Energía total de compra sistema español (MWh);  15970,8;  14605,8;  13995,1;  13527,0;  13466,5;  13647,4;  15631,9;  18398,6;  20100,0;  21192,4;  21984,4;  22119,8;  22354,0;  22479,9;  21798,7;  21043,6;  20624,0;  20342,8;  19895,8;  19572,7;  20736,7;  22448,3;  20419,8;  18690,9;
Energía total de venta sistema español (MWh);  13538,6;  13201,0;  13177,3;  13113,7;  13330,6;  13387,4;  15481,9;  17681,0;  18490,1;  19426,3;  20389,8;  20607,5;  20623,2;  20690,5;  20394,6;  20078,6;  20112,9;  20065,2;  20326,2;  20872,7;  20934,9;  20989,6;  21287,9;  20280,5;
Energía total de compra sistema portugués (MWh);   4867,6;   4521,2;   4217,4;   4050,0;   3972,0;   3970,1;   4082,1;   4387,8;   4923,6;   5808,2;   6379,8;   6517,1;   6612,5;   6388,4;   6316,1;   6446,7;   6397,8;   6474,7;   6305,5;   6162,8;   6270,7;   6486,4;   6362,1;   5962,8;
Energía total de venta sistema portugués (MWh);   5095,5;   4085,2;   4033,0;   4070,3;   4520,0;   5101,8;   6782,1;   6287,8;   6273,6;   7158,2;   7729,8;   7867,1;   7962,5;   7738,4;   7666,1;   7089,9;   7062,5;   6983,6;   7602,6;   7512,8;   7620,7;   7836,4;   7712,1;   7023,2;
Energía total del mercado Ibérico (MWh);  20838,4;  19127,0;  18212,5;  17577,0;  17438,5;  17617,5;  19714,0;  22786,4;  25023,6;  27000,6;  28364,2;  28636,9;  28966,5;  28868,3;  28114,8;  27490,3;  27021,8;  26817,5;  26201,3;  25735,5;  27007,4;  28934,7;  26781,9;  24653,7;
Energía total con bilaterales del mercado Ibérico (MWh);  20838,4;  19127,0;  18212,5;  17577,0;  17438,5;  17617,5;  19714,0;  22786,4;  25023,6;  27000,6;  28364,2;  28636,9;  28966,5;  28868,3;  28114,8;  27490,3;  27021,8;  26817,5;  26201,3;  25735,5;  27007,4;  28934,7;  26781,9;  24653,7;
Importación de España desde Portugal (MWh);    227,9;      0,0;      0,0;     20,3;    548,0;   1131,7;   2700,0;   1900,0;   1350,0;   1350,0;   1350,0;   1350,0;   1350,0;   1350,0;   1350,0;    643,2;    664,7;    508,9;   1297,1;   1350,0;   1350,0;   1350,0;   1350,0;   1060,4;
Exportación de España a Portugal (MWh);      0,0;    436,0;    184,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
