OMIE - Mercado de electricidad;Fecha Emisión :07/04/2016 - 13:38;;08/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  20,21;  19,12;  17,00;  16,19;  15,69;  16,54;  20,15;  22,07;  25,43;  25,94;  23,89;  22,00;  21,96;  20,31;  19,12;  18,92;  17,30;  16,54;  17,32;  20,10;  23,89;  30,30;  27,00;  26,03;
Precio marginal en el sistema portugués (EUR/MWh);  20,21;  19,12;  17,00;  16,19;  15,69;  16,54;  20,15;  22,07;  25,43;  25,94;  23,89;  22,00;  21,96;  20,31;  19,12;  18,92;  17,30;  16,54;  17,32;  20,10;  23,89;  30,30;  27,00;  26,03;
Energía total de compra sistema español (MWh);  18511,1;  17720,2;  17569,2;  17040,7;  16883,6;  16935,9;  17148,6;  19504,1;  21357,7;  22295,2;  22945,9;  23190,8;  23305,2;  22947,7;  22891,6;  22195,1;  22103,0;  21808,3;  21228,9;  20764,2;  21107,6;  22180,0;  20594,4;  19022,4;
Energía total de venta sistema español (MWh);  18543,0;  18245,2;  18007,4;  17731,4;  17868,7;  17748,0;  17754,1;  19503,5;  20894,4;  22228,5;  23954,6;  25005,4;  25389,4;  25471,1;  25722,2;  24961,3;  24519,6;  24006,7;  23110,4;  22324,1;  21423,4;  22139,1;  20582,5;  18759,5;
Energía total de compra sistema portugués (MWh);   5404,3;   4858,9;   4567,6;   4579,2;   4653,6;   4426,0;   4356,0;   4681,9;   5205,3;   5968,3;   6406,4;   6563,0;   6652,4;   6442,3;   6375,1;   6509,6;   6438,4;   6449,2;   6191,7;   6069,0;   6121,0;   6369,4;   6230,1;   5862,4;
Energía total de venta sistema portugués (MWh);   7122,4;   6333,9;   6129,4;   5888,5;   5668,5;   5613,9;   5750,5;   6432,5;   7418,6;   7785,0;   7147,7;   6498,4;   6318,2;   5668,9;   5294,5;   5493,4;   5771,8;   6000,8;   6060,2;   6259,1;   7555,2;   8160,3;   7992,0;   7875,3;
Energía total del mercado Ibérico (MWh);  23915,4;  22579,1;  22136,8;  21619,9;  21537,2;  21361,9;  21504,6;  24186,0;  26563,0;  28263,5;  29352,3;  29753,8;  29957,6;  29390,0;  29266,7;  28704,7;  28541,4;  28257,5;  27420,6;  26833,2;  27228,6;  28549,4;  26824,5;  24884,8;
Energía total con bilaterales del mercado Ibérico (MWh);  32359,4;  30620,0;  29925,2;  29310,9;  29190,6;  29094,5;  29680,7;  33083,6;  35830,2;  37914,2;  39184,5;  39633,6;  39775,1;  39134,5;  38729,3;  37914,6;  37620,9;  37257,1;  36391,6;  35891,1;  36612,7;  38375,7;  36222,9;  33712,3;
Importación de España desde Portugal (MWh);   1718,1;   1475,0;   1561,8;   1309,3;   1014,9;   1187,9;   1394,5;   1750,6;   2213,3;   1816,7;    741,3;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    190,1;   1434,2;   1790,9;   1761,9;   2012,9;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;     64,6;    334,2;    773,4;   1080,6;   1016,2;    666,6;    448,4;    131,5;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
