OMIE - Mercado de electricidad;Fecha Emisión :17/02/2016 - 14:48;;18/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  29,00;  25,05;  26,18;  21,03;  19,89;  21,97;  31,92;  42,99;  45,47;  47,01;  46,00;  42,99;  39,62;  37,99;  37,99;  37,20;  37,66;  38,88;  42,50;  49,89;  45,00;  42,99;  37,40;  34,09;
Precio marginal en el sistema portugués (EUR/MWh);  29,00;  25,05;  26,18;  21,03;  19,89;  21,97;  26,69;  28,90;  36,69;  42,99;  46,00;  42,99;  39,62;  37,99;  37,99;  37,20;  37,66;  38,88;  42,50;  49,89;  45,00;  42,99;  37,40;  34,09;
Energía total de compra sistema español (MWh);  21354,6;  20255,1;  18809,8;  18472,0;  18536,7;  18823,6;  19563,2;  21595,8;  23204,0;  23624,8;  24059,8;  23913,2;  24508,5;  24655,5;  23831,6;  23292,6;  22839,7;  22427,6;  22462,2;  24036,7;  24973,8;  25032,4;  24172,2;  22190,9;
Energía total de venta sistema español (MWh);  18673,3;  17982,2;  17946,7;  17633,0;  17261,0;  16959,0;  17591,0;  19251,7;  20333,7;  21124,8;  21818,3;  21589,6;  21821,7;  21950,2;  22317,0;  22054,2;  21467,3;  20886,7;  20459,5;  21993,9;  20560,5;  19841,2;  19349,4;  18956,9;
Energía total de compra sistema portugués (MWh);   5581,3;   5919,9;   5489,1;   5201,9;   5094,4;   5052,6;   5115,9;   5030,5;   5592,5;   6513,9;   6953,7;   7139,8;   7246,6;   7086,0;   6910,6;   6990,4;   6932,9;   6872,5;   6728,2;   7046,5;   7279,9;   7200,1;   6954,8;   6659,4;
Energía total de venta sistema portugués (MWh);   8251,5;   7732,5;   7915,8;   7577,7;   7527,2;   8012,3;   8215,9;   8530,5;   9092,5;   9913,9;  10052,6;   9869,2;   9456,0;   9226,4;   9236,6;   9110,1;   9205,3;   9313,4;   9630,9;   9954,0;  10023,3;   9991,3;   9377,6;   8826,2;
Energía total del mercado Ibérico (MWh);  26935,9;  26175,0;  24298,9;  23673,9;  23631,1;  23876,2;  24679,1;  26626,3;  28796,5;  30138,7;  31013,5;  31053,0;  31755,1;  31741,5;  30742,2;  30283,0;  29772,6;  29300,1;  29190,4;  31083,2;  32253,7;  32232,5;  31127,0;  28850,3;
Energía total con bilaterales del mercado Ibérico (MWh);  35252,6;  33948,9;  31845,1;  31409,6;  31357,8;  31714,3;  32697,8;  35615,9;  38745,0;  40369,6;  41458,7;  41450,8;  42159,9;  42261,3;  40926,6;  40303,6;  39760,4;  39270,5;  39480,1;  42018,3;  43279,5;  42981,0;  41140,3;  38033,4;
Importación de España desde Portugal (MWh);   2670,2;   1812,6;   2426,7;   2375,8;   2432,8;   2959,7;   3100,0;   3500,0;   3500,0;   3400,0;   3098,9;   2729,4;   2209,4;   2140,4;   2326,0;   2119,7;   2272,4;   2440,9;   2902,7;   2907,5;   2743,4;   2791,2;   2422,8;   2166,8;
Exportación de España a Portugal (MWh);      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
