OMIE - Mercado de electricidad;Fecha Emisión :05/04/2016 - 13:22;;06/04/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  23,44;  20,47;  19,06;  18,95;  19,02;  20,00;  26,00;  32,97;  37,38;  39,01;  35,17;  32,90;  31,24;  31,00;  29,97;  29,20;  26,14;  25,00;  23,79;  26,71;  29,95;  31,49;  30,25;  28,09;
Precio marginal en el sistema portugués (EUR/MWh);  23,44;  20,47;  19,06;  18,95;  19,02;  20,00;  26,00;  31,69;  34,79;  39,01;  35,17;  32,90;  31,24;  31,00;  29,97;  29,20;  26,14;  25,00;  23,79;  26,71;  29,95;  31,49;  30,25;  28,09;
Energía total de compra sistema español (MWh);  18229,5;  17326,4;  17043,8;  16435,6;  16264,3;  16147,7;  16923,5;  19571,6;  21666,2;  22974,3;  23824,5;  23897,6;  23882,3;  23783,2;  23046,6;  22231,0;  21974,0;  21558,9;  21113,9;  21041,7;  22423,1;  23570,2;  21551,8;  19612,7;
Energía total de venta sistema español (MWh);  18383,6;  18179,9;  17741,7;  17165,3;  16831,9;  16570,0;  16498,5;  18469,9;  19645,7;  20053,6;  20663,7;  21403,4;  21424,9;  21351,1;  21240,0;  21229,7;  21171,2;  20759,5;  20441,1;  20210,8;  20023,3;  20394,4;  19840,1;  18921,0;
Energía total de compra sistema portugués (MWh);   5458,1;   4967,6;   5170,2;   5041,4;   4924,3;   4440,1;   4381,9;   4643,3;   5101,2;   5928,5;   6447,6;   6594,0;   6674,8;   6471,7;   6394,7;   6514,2;   6446,3;   6514,7;   6359,2;   6229,7;   6310,6;   6529,2;   6366,2;   5975,3;
Energía total de venta sistema portugués (MWh);   6035,9;   4872,6;   4272,9;   4341,0;   4322,9;   4452,7;   5222,7;   7343,3;   7801,2;   7817,3;   7708,4;   7409,4;   7232,2;   7003,8;   6301,3;   5615,5;   5349,1;   5414,1;   5548,4;   5761,2;   6810,4;   7805,0;   7080,5;   5793,8;
Energía total del mercado Ibérico (MWh);  23687,6;  22294,0;  22214,0;  21477,0;  21188,6;  20587,8;  21305,4;  24214,9;  26767,4;  28902,8;  30272,1;  30491,6;  30557,1;  30254,9;  29441,3;  28745,2;  28420,3;  28073,6;  27473,1;  27271,4;  28733,7;  30099,4;  27918,0;  25588,0;
Energía total con bilaterales del mercado Ibérico (MWh);  32416,0;  30976,1;  30979,3;  30038,1;  29725,3;  29236,2;  29719,0;  33475,0;  36541,0;  39069,6;  40602,0;  40840,4;  40892,3;  40511,3;  39393,9;  38472,9;  38038,9;  37649,6;  37077,0;  37049,7;  38828,1;  40565,4;  37825,5;  34784,1;
Importación de España desde Portugal (MWh);    577,8;      0,0;      0,0;      0,0;      0,0;     12,6;    840,8;   2700,0;   2700,0;   1888,8;   1260,8;    815,4;    557,4;    532,1;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    499,8;   1275,8;    714,3;      0,0;
Exportación de España a Portugal (MWh);      0,0;     95,0;    897,3;    700,4;    601,4;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;     93,4;    898,7;   1097,2;   1100,6;    810,8;    468,5;      0,0;      0,0;      0,0;    181,5;
;;;;;;;;;;;;;;;;;;;;;;;;;
