OMIE - Mercado de electricidad;Fecha Emisión :16/03/2016 - 13:27;;17/03/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  39,43;  37,60;  34,77;  33,30;  33,00;  35,00;  39,10;  42,10;  44,38;  44,50;  44,43;  44,40;  43,88;  44,40;  43,28;  42,02;  41,25;  41,69;  42,02;  46,69;  48,01;  45,98;  42,52;  41,06;
Precio marginal en el sistema portugués (EUR/MWh);  39,43;  37,60;  34,77;  33,30;  33,00;  35,00;  39,10;  42,10;  44,38;  44,50;  44,43;  44,40;  43,88;  44,40;  43,28;  42,02;  41,25;  41,69;  42,02;  46,69;  48,01;  45,98;  42,52;  41,06;
Energía total de compra sistema español (MWh);  19286,9;  17475,3;  16522,0;  16088,0;  16026,7;  16482,8;  18399,3;  21008,0;  23145,4;  23965,9;  24684,0;  24950,9;  24546,7;  24894,4;  24074,8;  23308,5;  22732,0;  22365,1;  22123,9;  23135,9;  24892,8;  24529,4;  22717,2;  20313,7;
Energía total de venta sistema español (MWh);  17789,7;  16567,3;  15538,0;  14999,7;  14871,6;  15228,1;  16290,1;  18435,6;  20102,0;  21331,3;  22465,7;  23014,2;  22794,2;  22795,5;  22173,7;  21450,1;  20711,3;  20219,1;  19737,7;  21202,2;  21444,0;  21322,5;  20596,4;  18710,1;
Energía total de compra sistema portugués (MWh);   5716,5;   5164,8;   4811,1;   4585,7;   4508,8;   4476,0;   4477,0;   4699,9;   5389,4;   6307,5;   6767,4;   6892,8;   6984,4;   6817,1;   6674,4;   6764,9;   6688,4;   6629,9;   6383,9;   6521,3;   6877,5;   6778,3;   6532,3;   6253,1;
Energía total de venta sistema portugués (MWh);   5908,7;   4767,8;   4490,1;   4369,0;   4358,9;   4425,7;   5281,2;   5867,3;   7027,8;   7537,1;   7580,7;   7424,5;   7331,9;   7511,0;   7170,5;   7218,3;   7304,1;   7370,9;   7365,1;   8643,4;   8921,3;   8580,2;   7248,1;   6551,7;
Energía total del mercado Ibérico (MWh);  25003,4;  22640,1;  21333,1;  20673,7;  20535,5;  20958,8;  22876,3;  25707,9;  28534,8;  30273,4;  31451,4;  31843,7;  31531,1;  31711,5;  30749,2;  30073,4;  29420,4;  28995,0;  28507,8;  29657,2;  31770,3;  31307,7;  29249,5;  26566,8;
Energía total con bilaterales del mercado Ibérico (MWh);  33279,3;  30642,6;  29232,8;  28475,0;  28301,9;  28695,2;  31086,6;  34723,0;  38103,1;  40254,2;  41439,5;  41533,1;  41174,8;  40890,3;  39716,6;  38839,6;  38163,6;  37734,0;  37448,0;  39586,2;  42000,9;  41527,4;  39115,2;  35737,6;
Importación de España desde Portugal (MWh);    192,2;      0,0;      0,0;      0,0;      0,0;      0,0;    804,2;   1167,4;   1638,4;   1229,6;    813,3;    531,7;    347,5;    693,9;    496,1;    453,4;    615,7;    741,0;    981,2;   2122,1;   2043,8;   1801,9;    715,8;    298,6;
Exportación de España a Portugal (MWh);      0,0;    397,0;    321,0;    216,7;    149,9;     50,3;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
