OMIE - Mercado de electricidad;Fecha Emisión :22/02/2016 - 13:26;;23/02/2016;Precio del mercado diario (EUR/MWh);;;;

;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
Precio marginal en el sistema español (EUR/MWh);  30,00;  24,30;  21,20;  17,50;  17,83;  20,96;  27,32;  34,67;  37,80;  40,16;  40,69;  35,00;  35,15;  33,83;  32,52;  32,50;  32,50;  32,50;  36,75;  43,90;  47,33;  45,03;  37,50;  32,50;
Precio marginal en el sistema portugués (EUR/MWh);  30,00;  24,30;  21,20;  17,50;  17,83;  20,96;  27,32;  34,67;  37,80;  40,16;  40,69;  35,00;  35,15;  33,83;  32,52;  32,50;  32,50;  32,50;  36,75;  43,90;  47,33;  45,03;  37,50;  32,50;
Energía total de compra sistema español (MWh);  20208,7;  19307,0;  18962,0;  18661,2;  18677,5;  18730,7;  19277,7;  22169,8;  23759,2;  24496,4;  24913,2;  24607,5;  24655,4;  25155,5;  24591,0;  23857,7;  23508,3;  23391,1;  23381,3;  25075,2;  25438,0;  25225,1;  23267,4;  21232,9;
Energía total de venta sistema español (MWh);  17518,4;  16890,1;  16839,7;  16586,6;  16624,1;  16666,0;  16595,1;  18591,4;  19992,4;  21136,3;  22132,6;  23246,5;  24469,8;  24468,9;  23969,7;  22798,6;  22708,0;  22122,6;  21101,5;  22167,6;  22779,2;  22366,9;  20858,2;  19076,8;
Energía total de compra sistema portugués (MWh);   5997,3;   6332,1;   5986,0;   5734,7;   5591,5;   5552,3;   5249,0;   4885,3;   5587,7;   6520,3;   7061,3;   7227,7;   7217,4;   7094,8;   6922,8;   6976,4;   6908,8;   6858,9;   6691,1;   7053,1;   7306,8;   7145,4;   6919,2;   6587,3;
Energía total de venta sistema portugués (MWh);   7053,6;   6465,0;   5824,3;   5525,3;   5459,6;   5438,1;   6361,3;   7001,7;   7766,3;   8246,4;   8207,9;   6954,7;   6938,4;   6699,9;   6381,3;   6423,7;   6489,7;   6493,4;   7374,7;   8326,7;   8331,6;   8369,6;   7694,4;   7109,4;
Energía total del mercado Ibérico (MWh);  26206,0;  25639,1;  24948,0;  24395,9;  24269,0;  24283,0;  24526,7;  27055,1;  29346,9;  31016,7;  31974,5;  31835,2;  31872,8;  32250,3;  31513,8;  30834,1;  30417,1;  30250,0;  30072,4;  32128,3;  32744,8;  32370,5;  30186,6;  27820,2;
Energía total con bilaterales del mercado Ibérico (MWh);  34158,5;  33106,1;  32160,0;  31587,9;  31444,4;  31496,1;  32159,9;  35719,0;  38688,0;  40517,0;  41695,4;  41540,4;  41539,0;  41997,0;  40919,6;  40091,5;  39611,5;  39429,6;  39551,7;  42251,2;  42937,3;  42383,4;  39480,1;  36404,1;
Importación de España desde Portugal (MWh);   1056,3;    132,9;      0,0;      0,0;      0,0;      0,0;   1112,3;   2116,4;   2178,6;   1726,1;   1146,6;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;    683,6;   1273,6;   1024,8;   1224,2;    775,2;    522,1;
Exportación de España a Portugal (MWh);      0,0;      0,0;    161,7;    209,4;    131,9;    114,2;      0,0;      0,0;      0,0;      0,0;      0,0;    273,0;    279,0;    394,9;    541,5;    552,7;    419,1;    365,5;      0,0;      0,0;      0,0;      0,0;      0,0;      0,0;
;;;;;;;;;;;;;;;;;;;;;;;;;
