DATA,SESSAO,HORA,PRECO_PT,PRECO_ES
17/08/2015,2,8,57.86,57.86
17/08/2015,2,9,60.22,60.22
17/08/2015,2,10,63.15,63.15
17/08/2015,2,11,62.7,62.7
17/08/2015,2,12,64.24,64.24
17/08/2015,2,13,65.48,65.48
17/08/2015,2,14,65.36,65.36
17/08/2015,2,15,64.27,64.27
17/08/2015,2,16,62.25,62.25
17/08/2015,2,17,62.93,62.93
17/08/2015,2,18,62.93,62.93
17/08/2015,2,19,62.51,62.51
17/08/2015,2,20,60.72,60.72
17/08/2015,2,21,60.6,60.6
17/08/2015,2,22,63,63
17/08/2015,2,23,61.35,61.35
17/08/2015,2,24,55.78,55.78
17/08/2015,3,5,47.94,47.94
17/08/2015,3,6,48,48
17/08/2015,3,7,48,48
17/08/2015,3,8,56,56
17/08/2015,3,9,57.48,57.48
17/08/2015,3,10,60.49,60.49
17/08/2015,3,11,60.72,60.72
17/08/2015,3,12,63.46,63.46
17/08/2015,3,13,64.2,64.2
17/08/2015,3,14,64.18,64.18
17/08/2015,3,15,62.78,62.78
17/08/2015,3,16,59.69,59.69
17/08/2015,3,17,61.18,61.18
17/08/2015,3,18,61.18,61.18
17/08/2015,3,19,59.88,59.88
17/08/2015,3,20,57.1,57.1
17/08/2015,3,21,57.47,57.47
17/08/2015,3,22,61.11,61.11
17/08/2015,3,23,59.87,59.87
17/08/2015,3,24,54.63,54.63
17/08/2015,4,8,50.9,50.9
17/08/2015,4,9,57.47,57.47
17/08/2015,4,10,62.1,62.1
17/08/2015,4,11,63,63
17/08/2015,4,12,65.46,65.46
17/08/2015,4,13,66.2,66.2
17/08/2015,4,14,66.01,66.01
17/08/2015,4,15,64.78,64.78
17/08/2015,4,16,60.23,60.23
17/08/2015,4,17,59.18,59.18
17/08/2015,4,18,59.18,59.18
17/08/2015,4,19,58.74,58.74
17/08/2015,4,20,55.94,55.94
17/08/2015,4,21,57.47,57.47
17/08/2015,4,22,60.1,60.1
17/08/2015,4,23,60.87,60.87
17/08/2015,4,24,55,55
17/08/2015,5,12,61.96,61.96
17/08/2015,5,13,64.2,64.2
17/08/2015,5,14,64.01,64.01
17/08/2015,5,15,61.81,61.81
17/08/2015,5,16,59.68,59.68
17/08/2015,5,17,61.18,61.18
17/08/2015,5,18,60.18,60.18
17/08/2015,5,19,59.85,59.85
17/08/2015,5,20,58.6,58.6
17/08/2015,5,21,60,60
17/08/2015,5,22,62.7,62.7
17/08/2015,5,23,60,60
17/08/2015,5,24,53.49,53.49
17/08/2015,6,16,59,59
17/08/2015,6,17,58.72,58.72
17/08/2015,6,18,59,59
17/08/2015,6,19,56,56
17/08/2015,6,20,52.6,52.6
17/08/2015,6,21,55.91,55.91
17/08/2015,6,22,60.49,60.49
17/08/2015,6,23,58.1,58.1
17/08/2015,6,24,48.2,48.2
17/08/2015,7,22,63,63
17/08/2015,7,23,60,60
17/08/2015,7,24,47.9,47.9
18/08/2015,0,1,49.56,49.56
18/08/2015,0,2,46.89,46.89
18/08/2015,0,3,45.63,45.63
18/08/2015,0,4,45.54,45.54
18/08/2015,0,5,45.19,45.19
18/08/2015,0,6,45.7,45.7
18/08/2015,0,7,47.57,47.57
18/08/2015,0,8,49.63,49.63
18/08/2015,0,9,54.05,54.05
18/08/2015,0,10,61.5,61.5
18/08/2015,0,11,62.6,62.6
18/08/2015,0,12,63.49,63.49
18/08/2015,0,13,64,64
18/08/2015,0,14,64.1,64.1
18/08/2015,0,15,63.49,63.49
18/08/2015,0,16,62.48,62.48
18/08/2015,0,17,62.48,62.48
18/08/2015,0,18,61.7,61.7
18/08/2015,0,19,61.1,61.1
18/08/2015,0,20,56.1,56.1
18/08/2015,0,21,57.57,57.57
18/08/2015,0,22,62.48,62.48
18/08/2015,0,23,60.03,60.03
18/08/2015,0,24,49.5,49.5
18/08/2015,1,1,51.25,51.25
18/08/2015,1,2,48,48
18/08/2015,1,3,46.72,46.72
18/08/2015,1,4,45.54,45.54
18/08/2015,1,5,45,45
18/08/2015,1,6,46.7,46.7
18/08/2015,1,7,47.98,47.98
18/08/2015,1,8,49.14,49.14
18/08/2015,1,9,54.32,54.32
18/08/2015,1,10,60.5,60.5
18/08/2015,1,11,62.6,62.6
18/08/2015,1,12,62.86,62.86
18/08/2015,1,13,64.6,64.6
18/08/2015,1,14,64.74,64.74
18/08/2015,1,15,62.86,62.86
18/08/2015,1,16,61.8,61.8
18/08/2015,1,17,61.68,61.68
18/08/2015,1,18,60.38,60.38
18/08/2015,1,19,59.82,59.82
18/08/2015,1,20,55.3,55.3
18/08/2015,1,21,56.57,56.57
18/08/2015,1,22,62.19,62.19
18/08/2015,1,23,59.03,59.03
18/08/2015,1,24,51.67,51.67
18/08/2015,2,1,48,48
18/08/2015,2,2,47.89,47.89
18/08/2015,2,3,46.81,46.81
18/08/2015,2,4,43.5,43.5
18/08/2015,2,5,43.5,43.5
18/08/2015,2,6,45.7,45.7
18/08/2015,2,7,47.9,47.9
18/08/2015,2,8,49.63,49.63
18/08/2015,2,9,52.82,52.82
18/08/2015,2,10,57.77,57.77
18/08/2015,2,11,59.85,59.85
18/08/2015,2,12,60.18,60.18
18/08/2015,2,13,62.5,62.5
18/08/2015,2,14,63.17,63.17
18/08/2015,2,15,61.84,61.84
18/08/2015,2,16,60.43,60.43
18/08/2015,2,17,60.18,60.18
18/08/2015,2,18,59,59
18/08/2015,2,19,59,59
18/08/2015,2,20,54.6,54.6
18/08/2015,2,21,55.84,55.84
18/08/2015,2,22,61.36,61.36
18/08/2015,2,23,58,58
18/08/2015,2,24,50.17,50.17
18/08/2015,3,5,44.77,44.77
18/08/2015,3,6,47.15,47.15
18/08/2015,3,7,50.42,50.42
18/08/2015,3,8,50.29,50.29
18/08/2015,3,9,52.42,52.42
18/08/2015,3,10,57.92,57.92
18/08/2015,3,11,59.4,59.4
18/08/2015,3,12,60,60
18/08/2015,3,13,60.8,60.8
18/08/2015,3,14,61.1,61.1
18/08/2015,3,15,60,60
18/08/2015,3,16,58.1,58.1
18/08/2015,3,17,57.56,57.56
18/08/2015,3,18,56.7,56.7
18/08/2015,3,19,56.1,56.1
18/08/2015,3,20,50.49,50.49
18/08/2015,3,21,51.81,51.81
18/08/2015,3,22,58.48,58.48
18/08/2015,3,23,54.63,54.63
18/08/2015,3,24,49.5,49.5
18/08/2015,4,8,50.48,50.48
18/08/2015,4,9,50.65,50.65
18/08/2015,4,10,52.86,52.86
18/08/2015,4,11,53.9,53.9
18/08/2015,4,12,58.97,58.97
18/08/2015,4,13,60,60
18/08/2015,4,14,61.1,61.1
18/08/2015,4,15,58.49,58.49
18/08/2015,4,16,57.1,57.1
18/08/2015,4,17,57.48,57.48
18/08/2015,4,18,56.7,56.7
18/08/2015,4,19,55.6,55.6
18/08/2015,4,20,48,48
18/08/2015,4,21,51.57,51.57
18/08/2015,4,22,57.48,57.48
18/08/2015,4,23,54.03,54.03
18/08/2015,4,24,49.5,49.5
18/08/2015,5,12,55,55
18/08/2015,5,13,56,56
18/08/2015,5,14,57,57
18/08/2015,5,15,56,56
18/08/2015,5,16,55.77,55.77
18/08/2015,5,17,55,55
18/08/2015,5,18,54,54
18/08/2015,5,19,53.5,53.5
18/08/2015,5,20,47.99,47.99
18/08/2015,5,21,50.57,50.57
18/08/2015,5,22,58,58
18/08/2015,5,23,55,55
18/08/2015,5,24,49.5,49.5
18/08/2015,6,16,53.11,53.11
18/08/2015,6,17,50,50
18/08/2015,6,18,53,53
18/08/2015,6,19,48.6,48.6
18/08/2015,6,20,48.6,48.6
18/08/2015,6,21,48.6,48.6
18/08/2015,6,22,56,56
18/08/2015,6,23,48.6,48.6
18/08/2015,6,24,45.1,45.1
18/08/2015,7,22,56,56
18/08/2015,7,23,47.5,47.5
18/08/2015,7,24,47.67,47.67
19/08/2015,0,1,48.1,48.1
19/08/2015,0,2,44.34,44.34
19/08/2015,0,3,43.15,43.15
19/08/2015,0,4,44.15,44.15
19/08/2015,0,5,44.3,44.3
19/08/2015,0,6,44.52,44.52
19/08/2015,0,7,47.7,47.7
19/08/2015,0,8,49.04,49.04
19/08/2015,0,9,53,53
19/08/2015,0,10,63.69,63.69
19/08/2015,0,11,64.3,64.3
19/08/2015,0,12,64.6,64.6
19/08/2015,0,13,65.4,65.4
19/08/2015,0,14,66.1,66.1
19/08/2015,0,15,65.1,65.1
19/08/2015,0,16,64.48,64.48
19/08/2015,0,17,64.48,64.48
19/08/2015,0,18,64.48,64.48
19/08/2015,0,19,64.48,64.48
19/08/2015,0,20,63.5,63.5
19/08/2015,0,21,64.1,64.1
19/08/2015,0,22,65.19,65.19
19/08/2015,0,23,64,64
19/08/2015,0,24,54.03,54.03
19/08/2015,1,1,49.14,49.14
19/08/2015,1,2,45.2,45.2
19/08/2015,1,3,43,43
19/08/2015,1,4,43.15,43.15
19/08/2015,1,5,44.39,44.39
19/08/2015,1,6,43.18,43.18
19/08/2015,1,7,47.11,47.11
19/08/2015,1,8,49.04,49.04
19/08/2015,1,9,53.18,53.18
19/08/2015,1,10,62.69,62.69
19/08/2015,1,11,63.8,63.8
19/08/2015,1,12,63.6,63.6
19/08/2015,1,13,64.4,64.4
19/08/2015,1,14,65.44,65.44
19/08/2015,1,15,64.1,64.1
19/08/2015,1,16,63.48,63.48
19/08/2015,1,17,63.5,63.5
19/08/2015,1,18,63.84,63.84
19/08/2015,1,19,64,64
19/08/2015,1,20,62.87,62.87
19/08/2015,1,21,63.12,63.12
19/08/2015,1,22,65.19,65.19
19/08/2015,1,23,63.06,63.06
19/08/2015,1,24,54.62,54.62
19/08/2015,2,1,51,51
19/08/2015,2,2,47.56,47.56
19/08/2015,2,3,42,42
19/08/2015,2,4,42,42
19/08/2015,2,5,44.3,44.3
19/08/2015,2,6,44.49,44.49
19/08/2015,2,7,47.71,47.71
19/08/2015,2,8,49.43,49.43
19/08/2015,2,9,51.41,51.41
19/08/2015,2,10,62.77,62.77
19/08/2015,2,11,63.8,63.8
19/08/2015,2,12,63.68,63.68
19/08/2015,2,13,64.4,64.4
19/08/2015,2,14,65.44,65.44
19/08/2015,2,15,64,64
19/08/2015,2,16,63.4,63.4
19/08/2015,2,17,63.19,63.19
19/08/2015,2,18,63.5,63.5
19/08/2015,2,19,63.56,63.56
19/08/2015,2,20,62.5,62.5
19/08/2015,2,21,62.02,62.02
19/08/2015,2,22,64,64
19/08/2015,2,23,61.34,61.34
19/08/2015,2,24,53,53
19/08/2015,3,5,44.39,44.39
19/08/2015,3,6,44.52,44.52
19/08/2015,3,7,48,48
19/08/2015,3,8,49.04,49.04
19/08/2015,3,9,51.71,51.71
19/08/2015,3,10,63.36,63.36
19/08/2015,3,11,63.34,63.34
19/08/2015,3,12,63.19,63.19
19/08/2015,3,13,63.44,63.44
19/08/2015,3,14,66.1,66.1
19/08/2015,3,15,64.1,64.1
19/08/2015,3,16,63.98,63.98
19/08/2015,3,17,64.1,64.1
19/08/2015,3,18,64.48,64.48
19/08/2015,3,19,64.48,64.48
19/08/2015,3,20,63.5,63.5
19/08/2015,3,21,64.1,64.1
19/08/2015,3,22,66.08,66.08
19/08/2015,3,23,64,64
19/08/2015,3,24,54.83,54.83
19/08/2015,4,8,54.83,54.83
19/08/2015,4,9,61.1,61.1
19/08/2015,4,10,67.69,67.69
19/08/2015,4,11,67.1,67.1
19/08/2015,4,12,65.1,65.1
19/08/2015,4,13,66.22,66.22
19/08/2015,4,14,69.1,69.1
19/08/2015,4,15,67.1,67.1
19/08/2015,4,16,64.48,64.48
19/08/2015,4,17,65.8,65.8
19/08/2015,4,18,67.1,67.1
19/08/2015,4,19,66.48,66.48
19/08/2015,4,20,65,65
19/08/2015,4,21,67.1,67.1
19/08/2015,4,22,69.79,69.79
19/08/2015,4,23,67,67
19/08/2015,4,24,57.1,57.1
19/08/2015,5,12,68.6,68.6
19/08/2015,5,13,70.18,70.18
19/08/2015,5,14,72.83,72.83
19/08/2015,5,15,68.74,68.74
19/08/2015,5,16,63.17,63.17
19/08/2015,5,17,61.48,61.48
19/08/2015,5,18,62.55,62.55
19/08/2015,5,19,64.33,64.33
19/08/2015,5,20,63.5,63.5
19/08/2015,5,21,65,65
19/08/2015,5,22,68.45,68.45
19/08/2015,5,23,64.5,64.5
19/08/2015,5,24,56.73,56.73
19/08/2015,6,16,57.9,57.9
19/08/2015,6,17,57,57
19/08/2015,6,18,59.58,59.58
19/08/2015,6,19,65.8,65.8
19/08/2015,6,20,65.8,65.8
19/08/2015,6,21,66.4,66.4
19/08/2015,6,22,69.38,69.38
19/08/2015,6,23,64,64
19/08/2015,6,24,56.33,56.33
19/08/2015,7,22,71.23,71.23
19/08/2015,7,23,65.19,65.19
19/08/2015,7,24,63.4,63.4
20/08/2015,0,1,48.48,48.48
20/08/2015,0,2,47.53,47.53
20/08/2015,0,3,45.78,45.78
20/08/2015,0,4,45.54,45.54
20/08/2015,0,5,45.99,45.99
20/08/2015,0,6,47.53,47.53
20/08/2015,0,7,48.48,48.48
20/08/2015,0,8,51.13,51.13
20/08/2015,0,9,61.48,61.48
20/08/2015,0,10,64.1,64.1
20/08/2015,0,11,64.18,64.18
20/08/2015,0,12,64.1,64.1
20/08/2015,0,13,64.18,64.18
20/08/2015,0,14,64.1,64.1
20/08/2015,0,15,62.47,62.47
20/08/2015,0,16,61.48,61.48
20/08/2015,0,17,61.48,61.48
20/08/2015,0,18,61.68,61.68
20/08/2015,0,19,62.47,62.47
20/08/2015,0,20,62,62
20/08/2015,0,21,63,63
20/08/2015,0,22,64.75,64.75
20/08/2015,0,23,63.8,63.8
20/08/2015,0,24,59.9,59.9
20/08/2015,1,1,54.63,54.63
20/08/2015,1,2,51.14,51.14
20/08/2015,1,3,48.86,48.86
20/08/2015,1,4,48.57,48.57
20/08/2015,1,5,48.29,48.29
20/08/2015,1,6,49.83,49.83
20/08/2015,1,7,54.08,54.08
20/08/2015,1,8,57.04,57.04
20/08/2015,1,9,64.48,64.48
20/08/2015,1,10,66.47,66.47
20/08/2015,1,11,66.68,66.68
20/08/2015,1,12,66.1,66.1
20/08/2015,1,13,65.77,65.77
20/08/2015,1,14,65.29,65.29
20/08/2015,1,15,63.8,63.8
20/08/2015,1,16,61.55,61.55
20/08/2015,1,17,62,62
20/08/2015,1,18,63.8,63.8
20/08/2015,1,19,63.8,63.8
20/08/2015,1,20,63.8,63.8
20/08/2015,1,21,65.1,65.1
20/08/2015,1,22,67.75,67.75
20/08/2015,1,23,66.35,66.35
20/08/2015,1,24,60.65,60.65
20/08/2015,2,1,54.98,54.98
20/08/2015,2,2,51.24,51.24
20/08/2015,2,3,48.96,48.96
20/08/2015,2,4,54.63,54.63
20/08/2015,2,5,52,52
20/08/2015,2,6,52.5,52.5
20/08/2015,2,7,56.13,56.13
20/08/2015,2,8,62.47,62.47
20/08/2015,2,9,65.1,65.1
20/08/2015,2,10,68.1,68.1
20/08/2015,2,11,67.99,67.99
20/08/2015,2,12,67.9,67.9
20/08/2015,2,13,67.9,67.9
20/08/2015,2,14,67.9,67.9
20/08/2015,2,15,66.41,66.41
20/08/2015,2,16,65.1,65.1
20/08/2015,2,17,65.1,65.1
20/08/2015,2,18,66.28,66.28
20/08/2015,2,19,67.07,67.07
20/08/2015,2,20,65.69,65.69
20/08/2015,2,21,66.97,66.97
20/08/2015,2,22,68.75,68.75
20/08/2015,2,23,68.4,68.4
20/08/2015,2,24,62.07,62.07
20/08/2015,3,5,51.32,51.32
20/08/2015,3,6,55.3,55.3
20/08/2015,3,7,61.1,61.1
20/08/2015,3,8,61.13,61.13
20/08/2015,3,9,65,65
20/08/2015,3,10,69.09,69.09
20/08/2015,3,11,68.73,68.73
20/08/2015,3,12,67.31,67.31
20/08/2015,3,13,68,68
20/08/2015,3,14,67,67
20/08/2015,3,15,67,67
20/08/2015,3,16,65.1,65.1
20/08/2015,3,17,65.48,65.48
20/08/2015,3,18,66.67,66.67
20/08/2015,3,19,67.46,67.46
20/08/2015,3,20,66.99,66.99
20/08/2015,3,21,67.99,67.99
20/08/2015,3,22,69.75,69.75
20/08/2015,3,23,68.79,68.79
20/08/2015,3,24,62.9,62.9
20/08/2015,4,8,65.19,65.19
20/08/2015,4,9,66.47,66.47
20/08/2015,4,10,70.1,70.1
20/08/2015,4,11,70.18,70.18
20/08/2015,4,12,69.09,69.09
20/08/2015,4,13,69.17,69.17
20/08/2015,4,14,69.14,69.14
20/08/2015,4,15,67.46,67.46
20/08/2015,4,16,65,65
20/08/2015,4,17,66.03,66.03
20/08/2015,4,18,66.68,66.68
20/08/2015,4,19,67.47,67.47
20/08/2015,4,20,65.72,65.72
20/08/2015,4,21,68,68
20/08/2015,4,22,70.25,70.25
20/08/2015,4,23,69,69
20/08/2015,4,24,63.8,63.8
20/08/2015,5,12,70.25,70.25
20/08/2015,5,13,70.25,70.25
20/08/2015,5,14,70.25,70.25
20/08/2015,5,15,69.14,69.14
20/08/2015,5,16,67.63,67.63
20/08/2015,5,17,68.48,68.48
20/08/2015,5,18,69.1,69.1
20/08/2015,5,19,69.14,69.14
20/08/2015,5,20,69.14,69.14
20/08/2015,5,21,69.14,69.14
20/08/2015,5,22,71.23,71.23
20/08/2015,5,23,70.18,70.18
20/08/2015,5,24,63.8,63.8
20/08/2015,6,16,69.3,69.3
20/08/2015,6,17,69.3,69.3
20/08/2015,6,18,69.65,69.65
20/08/2015,6,19,69.3,69.3
20/08/2015,6,20,69.23,69.23
20/08/2015,6,21,69.65,69.65
20/08/2015,6,22,70.08,70.08
20/08/2015,6,23,69.8,69.8
20/08/2015,6,24,65.1,65.1
20/08/2015,7,22,71.4,71.4
20/08/2015,7,23,70.08,70.08
20/08/2015,7,24,65.1,65.1
21/08/2015,0,1,60,60
21/08/2015,0,2,51.12,51.12
21/08/2015,0,3,49.72,49.72
21/08/2015,0,4,49.5,49.5
21/08/2015,0,5,49.5,49.5
21/08/2015,0,6,49.8,49.8
21/08/2015,0,7,55.4,55.4
21/08/2015,0,8,64.18,64.18
21/08/2015,0,9,65.4,65.4
21/08/2015,0,10,68.1,68.1
21/08/2015,0,11,68.1,68.1
21/08/2015,0,12,68.46,68.46
21/08/2015,0,13,68.46,68.46
21/08/2015,0,14,68.09,68.09
21/08/2015,0,15,65.3,65.3
21/08/2015,0,16,63.8,63.8
21/08/2015,0,17,62.47,62.47
21/08/2015,0,18,63.93,63.93
21/08/2015,0,19,64.18,64.18
21/08/2015,0,20,64.69,64.69
21/08/2015,0,21,65.4,65.4
21/08/2015,0,22,68.58,68.58
21/08/2015,0,23,66.69,66.69
21/08/2015,0,24,64.01,64.01
21/08/2015,1,1,63.09,63.09
21/08/2015,1,2,56.2,56.2
21/08/2015,1,3,54.63,54.63
21/08/2015,1,4,54.5,54.5
21/08/2015,1,5,54.9,54.9
21/08/2015,1,6,54.63,54.63
21/08/2015,1,7,57.5,57.5
21/08/2015,1,8,65,65
21/08/2015,1,9,65,65
21/08/2015,1,10,68.1,68.1
21/08/2015,1,11,69.95,69.95
21/08/2015,1,12,70.18,70.18
21/08/2015,1,13,70.29,70.29
21/08/2015,1,14,69.94,69.94
21/08/2015,1,15,68.03,68.03
21/08/2015,1,16,66.29,66.29
21/08/2015,1,17,64.47,64.47
21/08/2015,1,18,65.93,65.93
21/08/2015,1,19,65.18,65.18
21/08/2015,1,20,65.69,65.69
21/08/2015,1,21,66.23,66.23
21/08/2015,1,22,69.58,69.58
21/08/2015,1,23,67.54,67.54
21/08/2015,1,24,65.75,65.75
21/08/2015,2,1,60,60
21/08/2015,2,2,50.17,50.17
21/08/2015,2,3,49.71,49.71
21/08/2015,2,4,49,49
21/08/2015,2,5,49.33,49.33
21/08/2015,2,6,49.43,49.43
21/08/2015,2,7,50,50
21/08/2015,2,8,64.05,64.05
21/08/2015,2,9,64.33,64.33
21/08/2015,2,10,67.1,67.1
21/08/2015,2,11,68.1,68.1
21/08/2015,2,12,68.46,68.46
21/08/2015,2,13,69.3,69.3
21/08/2015,2,14,68.95,68.95
21/08/2015,2,15,67.3,67.3
21/08/2015,2,16,65.9,65.9
21/08/2015,2,17,64.94,64.94
21/08/2015,2,18,66.43,66.43
21/08/2015,2,19,66.74,66.74
21/08/2015,2,20,66.69,66.69
21/08/2015,2,21,67.34,67.34
21/08/2015,2,22,70.01,70.01
21/08/2015,2,23,69,69
21/08/2015,2,24,66.41,66.41
21/08/2015,3,5,49.51,49.51
21/08/2015,3,6,49.71,49.71
21/08/2015,3,7,50,50
21/08/2015,3,8,63,63
21/08/2015,3,9,63.44,63.44
21/08/2015,3,10,68.41,68.41
21/08/2015,3,11,69,69
21/08/2015,3,12,68.81,68.81
21/08/2015,3,13,70,70
21/08/2015,3,14,70.01,70.01
21/08/2015,3,15,69.1,69.1
21/08/2015,3,16,68.35,68.35
21/08/2015,3,17,67.46,67.46
21/08/2015,3,18,68.92,68.92
21/08/2015,3,19,69.01,69.01
21/08/2015,3,20,68,68
21/08/2015,3,21,68,68
21/08/2015,3,22,70,70
21/08/2015,3,23,67.81,67.81
21/08/2015,3,24,64.34,64.34
21/08/2015,4,8,63.4,63.4
21/08/2015,4,9,60.9,60.9
21/08/2015,4,10,68.11,68.11
21/08/2015,4,11,71.02,71.02
21/08/2015,4,12,68.47,68.47
21/08/2015,4,13,68.46,68.46
21/08/2015,4,14,68.1,68.1
21/08/2015,4,15,68.3,68.3
21/08/2015,4,16,67.4,67.4
21/08/2015,4,17,68.73,68.73
21/08/2015,4,18,68.93,68.93
21/08/2015,4,19,67.39,67.39
21/08/2015,4,20,67.69,67.69
21/08/2015,4,21,67.4,67.4
21/08/2015,4,22,70,70
21/08/2015,4,23,68.19,68.19
21/08/2015,4,24,67,67
21/08/2015,5,12,68.46,68.46
21/08/2015,5,13,70.1,70.1
21/08/2015,5,14,71.09,71.09
21/08/2015,5,15,69.1,69.1
21/08/2015,5,16,67.4,67.4
21/08/2015,5,17,67.4,67.4
21/08/2015,5,18,67.4,67.4
21/08/2015,5,19,64.18,64.18
21/08/2015,5,20,64.69,64.69
21/08/2015,5,21,68.5,68.5
21/08/2015,5,22,70.58,70.58
21/08/2015,5,23,69.69,69.69
21/08/2015,5,24,67.21,67.21
21/08/2015,6,16,70.31,70.31
21/08/2015,6,17,70.79,70.79
21/08/2015,6,18,69.59,69.59
21/08/2015,6,19,66,66
21/08/2015,6,20,66,66
21/08/2015,6,21,69.59,69.59
21/08/2015,6,22,72,72
21/08/2015,6,23,70.02,70.02
21/08/2015,6,24,67.91,67.91
21/08/2015,7,22,69.94,69.94
21/08/2015,7,23,68.6,68.6
21/08/2015,7,24,64.01,64.01
22/08/2015,0,1,63.5,63.5
22/08/2015,0,2,57.31,57.31
22/08/2015,0,3,49.86,49.86
22/08/2015,0,4,49.85,49.85
22/08/2015,0,5,49.31,49.31
22/08/2015,0,6,49.31,49.31
22/08/2015,0,7,49.85,49.85
22/08/2015,0,8,49.85,49.85
22/08/2015,0,9,61.1,61.1
22/08/2015,0,10,64.1,64.1
22/08/2015,0,11,64.1,64.1
22/08/2015,0,12,64.1,64.1
22/08/2015,0,13,64.03,64.03
22/08/2015,0,14,63.5,63.5
22/08/2015,0,15,53.74,53.74
22/08/2015,0,16,48.36,48.36
22/08/2015,0,17,42.35,42.35
22/08/2015,0,18,41.52,41.52
22/08/2015,0,19,43.63,43.63
22/08/2015,0,20,45,45
22/08/2015,0,21,49.56,49.56
22/08/2015,0,22,62.98,62.98
22/08/2015,0,23,57.47,57.47
22/08/2015,0,24,48.57,48.57
22/08/2015,1,1,63.5,63.5
22/08/2015,1,2,57.31,57.31
22/08/2015,1,3,48.92,48.92
22/08/2015,1,4,48.85,48.85
22/08/2015,1,5,47.31,47.31
22/08/2015,1,6,48.31,48.31
22/08/2015,1,7,49,49
22/08/2015,1,8,49.14,49.14
22/08/2015,1,9,59.21,59.21
22/08/2015,1,10,63.45,63.45
22/08/2015,1,11,64.1,64.1
22/08/2015,1,12,64.1,64.1
22/08/2015,1,13,64.03,64.03
22/08/2015,1,14,63.5,63.5
22/08/2015,1,15,55.3,55.3
22/08/2015,1,16,48.92,48.92
22/08/2015,1,17,43.85,43.85
22/08/2015,1,18,42.02,42.02
22/08/2015,1,19,44.13,44.13
22/08/2015,1,20,45,45
22/08/2015,1,21,49.56,49.56
22/08/2015,1,22,63,63
22/08/2015,1,23,57.47,57.47
22/08/2015,1,24,48.57,48.57
22/08/2015,2,1,53.5,53.5
22/08/2015,2,2,44,44
22/08/2015,2,3,43,43
22/08/2015,2,4,43,43
22/08/2015,2,5,47.67,47.67
22/08/2015,2,6,42.5,42.5
22/08/2015,2,7,45.38,45.38
22/08/2015,2,8,42.5,42.5
22/08/2015,2,9,56.1,56.1
22/08/2015,2,10,59.61,59.61
22/08/2015,2,11,59.77,59.77
22/08/2015,2,12,60.1,60.1
22/08/2015,2,13,59.71,59.71
22/08/2015,2,14,59.45,59.45
22/08/2015,2,15,53.74,53.74
22/08/2015,2,16,48.36,48.36
22/08/2015,2,17,44.39,44.39
22/08/2015,2,18,41.52,41.52
22/08/2015,2,19,45,45
22/08/2015,2,20,45,45
22/08/2015,2,21,49.71,49.71
22/08/2015,2,22,62.98,62.98
22/08/2015,2,23,57.47,57.47
22/08/2015,2,24,48.57,48.57
22/08/2015,3,5,42,42
22/08/2015,3,6,42,42
22/08/2015,3,7,40,40
22/08/2015,3,8,42.85,42.85
22/08/2015,3,9,45,45
22/08/2015,3,10,55,55
22/08/2015,3,11,57.45,57.45
22/08/2015,3,12,57.69,57.69
22/08/2015,3,13,57.45,57.45
22/08/2015,3,14,57.45,57.45
22/08/2015,3,15,45.74,45.74
22/08/2015,3,16,42,42
22/08/2015,3,17,41.32,41.32
22/08/2015,3,18,35.52,35.52
22/08/2015,3,19,42.63,42.63
22/08/2015,3,20,44,44
22/08/2015,3,21,48.56,48.56
22/08/2015,3,22,62.98,62.98
22/08/2015,3,23,56.47,56.47
22/08/2015,3,24,47.57,47.57
22/08/2015,4,8,45,45
22/08/2015,4,9,42,42
22/08/2015,4,10,55,55
22/08/2015,4,11,52,52
22/08/2015,4,12,56,56
22/08/2015,4,13,55,55
22/08/2015,4,14,53.5,53.5
22/08/2015,4,15,40.31,40.31
22/08/2015,4,16,40.36,40.36
22/08/2015,4,17,36.35,36.35
22/08/2015,4,18,35.03,35.03
22/08/2015,4,19,36.1,36.1
22/08/2015,4,20,42,42
22/08/2015,4,21,45,45
22/08/2015,4,22,62.56,62.56
22/08/2015,4,23,56,56
22/08/2015,4,24,45.17,45.17
22/08/2015,5,12,56,56
22/08/2015,5,13,53.17,53.17
22/08/2015,5,14,47.5,47.5
22/08/2015,5,15,39.5,39.5
22/08/2015,5,16,40.36,40.36
22/08/2015,5,17,38,38
22/08/2015,5,18,35.01,35.01
22/08/2015,5,19,38,38
22/08/2015,5,20,45,45
22/08/2015,5,21,49.75,49.75
22/08/2015,5,22,62.98,62.98
22/08/2015,5,23,54.6,54.6
22/08/2015,5,24,48.57,48.57
22/08/2015,6,16,40,40
22/08/2015,6,17,37.35,37.35
22/08/2015,6,18,37.37,37.37
22/08/2015,6,19,39.35,39.35
22/08/2015,6,20,45,45
22/08/2015,6,21,44.6,44.6
22/08/2015,6,22,62.77,62.77
22/08/2015,6,23,55.32,55.32
22/08/2015,6,24,48.57,48.57
22/08/2015,7,22,44.09,44.09
22/08/2015,7,23,54.19,54.19
22/08/2015,7,24,45,45
23/08/2015,0,1,42,42
23/08/2015,0,2,40.51,40.51
23/08/2015,0,3,42.2,42.2
23/08/2015,0,4,42,42
23/08/2015,0,5,42,42
23/08/2015,0,6,40.13,40.13
23/08/2015,0,7,42,42
23/08/2015,0,8,38.13,38.13
23/08/2015,0,9,37.05,37.05
23/08/2015,0,10,37.3,37.3
23/08/2015,0,11,35,35
