DATA,SESSAO,HORA,PRECO_PT,PRECO_ES
31/10/2015,5,13,49.99,49.99
31/10/2015,5,14,52.35,52.35
31/10/2015,5,15,53.21,53.21
31/10/2015,5,16,53.35,53.35
31/10/2015,5,17,52.58,52.58
31/10/2015,5,18,53.47,53.47
31/10/2015,5,19,54.94,54.94
31/10/2015,5,20,57.92,57.92
31/10/2015,5,21,60.31,60.31
31/10/2015,5,22,57.97,57.97
31/10/2015,5,23,54.6,54.6
31/10/2015,5,24,52.6,52.6
31/10/2015,6,16,44.87,44.87
31/10/2015,6,17,43.99,43.99
31/10/2015,6,18,45.21,45.21
31/10/2015,6,19,48.99,48.99
31/10/2015,6,20,52.92,52.92
31/10/2015,6,21,55.88,55.88
31/10/2015,6,22,52.97,52.97
31/10/2015,6,23,51.05,51.05
31/10/2015,6,24,47.38,47.38
31/10/2015,7,22,56.5,56.5
31/10/2015,7,23,50.1,50.1
31/10/2015,7,24,46.88,46.88
1/11/2015,0,1,53.21,53.21
1/11/2015,0,2,36.1,36.1
1/11/2015,0,3,34.5,34
1/11/2015,0,4,31,31
1/11/2015,0,5,26.49,25.17
1/11/2015,0,6,26.33,25.46
1/11/2015,0,7,26.56,26.56
1/11/2015,0,8,26.25,26.25
1/11/2015,0,9,26.26,26.26
1/11/2015,0,10,27.3,27.3
1/11/2015,0,11,27.42,27.42
1/11/2015,0,12,27.87,27.87
1/11/2015,0,13,28.24,28.24
1/11/2015,0,14,27.49,27.49
1/11/2015,0,15,27.27,27.27
1/11/2015,0,16,24.14,24.14
1/11/2015,0,17,24.65,24.65
1/11/2015,0,18,31,31
1/11/2015,0,19,41.7,41.7
1/11/2015,0,20,50.34,50.34
1/11/2015,0,21,46.48,46.48
1/11/2015,0,22,40,40
1/11/2015,0,23,36.9,36.9
1/11/2015,0,24,32.79,32.79
1/11/2015,1,1,48.21,48.21
1/11/2015,1,2,35.6,35.6
1/11/2015,1,3,31,31
1/11/2015,1,4,25.68,25
1/11/2015,1,5,26.49,22.17
1/11/2015,1,6,26.33,22.46
1/11/2015,1,7,23.66,23.66
1/11/2015,1,8,23.25,23.25
1/11/2015,1,9,23.26,23.26
1/11/2015,1,10,24.3,24.3
1/11/2015,1,11,25.42,25.42
1/11/2015,1,12,27.03,27.03
1/11/2015,1,13,28.25,28.25
1/11/2015,1,14,26.4,26.4
1/11/2015,1,15,26.61,26.61
1/11/2015,1,16,24.14,22.45
1/11/2015,1,17,24.65,23.4
1/11/2015,1,18,31,31
1/11/2015,1,19,42,42
1/11/2015,1,20,49.34,49.34
1/11/2015,1,21,45.6,45.6
1/11/2015,1,22,41.01,41.01
1/11/2015,1,23,36.9,36.9
1/11/2015,1,24,30.79,30.79
1/11/2015,2,1,47.11,47.11
1/11/2015,2,2,42.1,42.1
1/11/2015,2,3,38.15,38.15
1/11/2015,2,4,31,31
1/11/2015,2,5,26.68,26.68
1/11/2015,2,6,26.68,26.68
1/11/2015,2,7,26.68,26.68
1/11/2015,2,8,26.68,26.68
1/11/2015,2,9,26.68,26.68
1/11/2015,2,10,27.3,27.3
1/11/2015,2,11,28,28
1/11/2015,2,12,28.31,28.31
1/11/2015,2,13,29.14,29.14
1/11/2015,2,14,27.39,27.39
1/11/2015,2,15,25.27,25.27
1/11/2015,2,16,20.5,20.5
1/11/2015,2,17,22.65,22.65
1/11/2015,2,18,30.5,30.5
1/11/2015,2,19,41.7,41.7
1/11/2015,2,20,48.3,48.3
1/11/2015,2,21,45.38,45.38
1/11/2015,2,22,39,39
1/11/2015,2,23,38.9,38.9
1/11/2015,2,24,32.31,32.31
1/11/2015,3,5,38.5,38.5
1/11/2015,3,6,30.55,30.55
1/11/2015,3,7,31.87,31.87
1/11/2015,3,8,29.82,29.82
1/11/2015,3,9,30,30
1/11/2015,3,10,32.3,32.3
1/11/2015,3,11,32.42,32.42
1/11/2015,3,12,33.99,33.99
1/11/2015,3,13,33.24,33.24
1/11/2015,3,14,25.57,25.57
1/11/2015,3,15,25.01,25.01
1/11/2015,3,16,22.01,22.01
1/11/2015,3,17,22.18,22.18
1/11/2015,3,18,29.2,29.2
1/11/2015,3,19,42,42
1/11/2015,3,20,46.94,46.94
1/11/2015,3,21,44.36,44.36
1/11/2015,3,22,38.25,38.25
1/11/2015,3,23,38.9,38.9
1/11/2015,3,24,30.99,30.99
1/11/2015,4,8,30,30
1/11/2015,4,9,29.26,29.26
1/11/2015,4,10,34.3,34.3
1/11/2015,4,11,30.42,30.42
1/11/2015,4,12,27.87,27.87
1/11/2015,4,13,30.24,30.24
1/11/2015,4,14,27.49,27.49
1/11/2015,4,15,26.27,26.27
1/11/2015,4,16,22.49,22.49
1/11/2015,4,17,22.18,22.18
1/11/2015,4,18,30.8,30.8
1/11/2015,4,19,42.44,42.44
1/11/2015,4,20,49.5,49.5
1/11/2015,4,21,46.48,46.48
1/11/2015,4,22,42,42
1/11/2015,4,23,40.9,40.9
1/11/2015,4,24,32.8,32.8
1/11/2015,5,12,27.85,27.85
1/11/2015,5,13,27,27
1/11/2015,5,14,25.5,25.5
1/11/2015,5,15,25.5,25.5
1/11/2015,5,16,19.75,19.75
1/11/2015,5,17,23.55,23.55
1/11/2015,5,18,30.5,30.5
1/11/2015,5,19,41.69,41.69
1/11/2015,5,20,48.55,48.55
1/11/2015,5,21,43.38,43.38
1/11/2015,5,22,39.64,39.64
1/11/2015,5,23,36.89,36.89
1/11/2015,5,24,32.54,32.54
1/11/2015,6,16,16.9,16.9
1/11/2015,6,17,19.55,19.55
1/11/2015,6,18,23.57,23.57
1/11/2015,6,19,33.01,33.01
1/11/2015,6,20,44.25,44.25
1/11/2015,6,21,41.05,41.05
1/11/2015,6,22,38.83,38.83
1/11/2015,6,23,37,37
1/11/2015,6,24,33,33
1/11/2015,7,22,35.01,35.01
1/11/2015,7,23,31,31
1/11/2015,7,24,25.19,25.19
2/11/2015,0,1,26.28,26.28
2/11/2015,0,2,23.01,23.01
2/11/2015,0,3,18,18
2/11/2015,0,4,16.6,16.6
2/11/2015,0,5,18,18
2/11/2015,0,6,25,25
2/11/2015,0,7,30.1,30.1
2/11/2015,0,8,46.95,46.95
2/11/2015,0,9,47.92,47.92
2/11/2015,0,10,47.8,47.8
2/11/2015,0,11,48.81,48.81
2/11/2015,0,12,49.21,49.21
2/11/2015,0,13,50.19,50.19
2/11/2015,0,14,52.1,52.1
2/11/2015,0,15,50.7,50.7
2/11/2015,0,16,52.1,52.1
2/11/2015,0,17,54.1,54.1
2/11/2015,0,18,57.69,57.69
2/11/2015,0,19,67.74,67.74
2/11/2015,0,20,63.03,63.03
2/11/2015,0,21,63,63
2/11/2015,0,22,59.59,59.59
2/11/2015,0,23,55.88,55.88
2/11/2015,0,24,49.21,49.21
2/11/2015,1,1,22.28,22.28
2/11/2015,1,2,20,20
2/11/2015,1,3,17,17
2/11/2015,1,4,16.6,16.6
2/11/2015,1,5,20,20
2/11/2015,1,6,26.75,26.75
2/11/2015,1,7,37.73,37.73
2/11/2015,1,8,43.44,43.44
2/11/2015,1,9,46.92,46.92
2/11/2015,1,10,46.75,46.75
2/11/2015,1,11,45.81,45.81
2/11/2015,1,12,46.46,46.46
2/11/2015,1,13,47.19,47.19
2/11/2015,1,14,48.5,48.5
2/11/2015,1,15,47.7,47.7
2/11/2015,1,16,48.59,48.59
2/11/2015,1,17,52.5,52.5
2/11/2015,1,18,55,55
2/11/2015,1,19,65.74,65.74
2/11/2015,1,20,59.53,59.53
2/11/2015,1,21,60,60
2/11/2015,1,22,53.71,53.71
2/11/2015,1,23,52.18,52.18
2/11/2015,1,24,42.1,42.1
2/11/2015,2,1,31.2,31.2
2/11/2015,2,2,27.57,27.57
2/11/2015,2,3,25,25
2/11/2015,2,4,25.01,25.01
2/11/2015,2,5,25,25
2/11/2015,2,6,30,30
2/11/2015,2,7,35.1,35.1
2/11/2015,2,8,40.94,40.94
2/11/2015,2,9,44.9,44.9
2/11/2015,2,10,43.9,43.9
2/11/2015,2,11,41.22,41.22
2/11/2015,2,12,42.19,42.19
2/11/2015,2,13,42.33,42.33
2/11/2015,2,14,46,46
2/11/2015,2,15,47.7,47.7
2/11/2015,2,16,49.4,49.4
2/11/2015,2,17,51.6,51.6
2/11/2015,2,18,53.95,53.95
2/11/2015,2,19,63.84,63.84
2/11/2015,2,20,58.03,58.03
2/11/2015,2,21,57,57
2/11/2015,2,22,50.05,50.05
2/11/2015,2,23,47.88,47.88
2/11/2015,2,24,40.35,40.35
2/11/2015,3,5,38,21
2/11/2015,3,6,32.5,22
2/11/2015,3,7,27,27
2/11/2015,3,8,36.5,36.5
2/11/2015,3,9,41,41
2/11/2015,3,10,40,40
2/11/2015,3,11,37.4,37.4
2/11/2015,3,12,39.42,39.42
2/11/2015,3,13,41.1,41.1
2/11/2015,3,14,44.1,44.1
2/11/2015,3,15,46.6,46.6
2/11/2015,3,16,46.47,46.47
2/11/2015,3,17,50,50
2/11/2015,3,18,52.85,52.85
2/11/2015,3,19,63.1,63.1
2/11/2015,3,20,57.03,57.03
2/11/2015,3,21,54,54
2/11/2015,3,22,44,44
2/11/2015,3,23,42.23,42.23
2/11/2015,3,24,36.91,36.91
2/11/2015,4,8,33.1,33.1
2/11/2015,4,9,40.55,40.55
2/11/2015,4,10,40.25,40.25
2/11/2015,4,11,32.2,32.2
2/11/2015,4,12,43.56,43.56
2/11/2015,4,13,40.85,40.85
2/11/2015,4,14,44.86,44.86
2/11/2015,4,15,44.31,44.31
2/11/2015,4,16,44.87,44.87
2/11/2015,4,17,46.6,46.6
2/11/2015,4,18,54.95,54.95
2/11/2015,4,19,62.27,62.27
2/11/2015,4,20,56.73,56.73
2/11/2015,4,21,56.7,56.7
2/11/2015,4,22,49.25,49.25
2/11/2015,4,23,41.91,41.91
2/11/2015,4,24,35.1,35.1
2/11/2015,5,12,52.86,52.86
2/11/2015,5,13,51.01,51.01
2/11/2015,5,14,52.1,52.1
2/11/2015,5,15,50.7,50.7
2/11/2015,5,16,50,50
2/11/2015,5,17,48.5,48.5
2/11/2015,5,18,52.7,52.7
2/11/2015,5,19,59.56,59.56
2/11/2015,5,20,54.05,54.05
2/11/2015,5,21,52.71,52.71
2/11/2015,5,22,52,52
2/11/2015,5,23,50,50
2/11/2015,5,24,40.21,40.21
2/11/2015,6,16,52.75,52.75
2/11/2015,6,17,51.43,51.43
2/11/2015,6,18,58.72,58.72
2/11/2015,6,19,64.99,64.99
2/11/2015,6,20,55.22,55.22
2/11/2015,6,21,49.95,49.95
2/11/2015,6,22,49.59,49.59
2/11/2015,6,23,48,48
2/11/2015,6,24,36.05,36.05
2/11/2015,7,22,45.59,45.59
2/11/2015,7,23,40,40
2/11/2015,7,24,35.21,35.21
3/11/2015,0,1,39.3,39.3
3/11/2015,0,2,32.25,32.25
3/11/2015,0,3,31.32,31.32
3/11/2015,0,4,29.84,29.84
3/11/2015,0,5,30.92,30.92
3/11/2015,0,6,32.25,32.25
3/11/2015,0,7,39.97,39.97
3/11/2015,0,8,49.63,49.63
3/11/2015,0,9,49.96,49.96
3/11/2015,0,10,53.1,53.1
3/11/2015,0,11,53.71,53.71
3/11/2015,0,12,53.1,53.1
3/11/2015,0,13,52.1,52.1
3/11/2015,0,14,52.21,52.21
3/11/2015,0,15,49.97,49.97
3/11/2015,0,16,49.4,49.4
3/11/2015,0,17,52,52
3/11/2015,0,18,57.01,57.01
3/11/2015,0,19,67.1,67.1
3/11/2015,0,20,60.01,60.01
3/11/2015,0,21,60.01,60.01
3/11/2015,0,22,56.7,56.7
3/11/2015,0,23,48.81,48.81
3/11/2015,0,24,46.95,46.95
3/11/2015,1,1,39.3,39.3
3/11/2015,1,2,37.25,37.25
3/11/2015,1,3,36.32,36.32
3/11/2015,1,4,34.14,34.14
3/11/2015,1,5,35.92,35.92
3/11/2015,1,6,36.99,36.99
3/11/2015,1,7,39.27,39.27
3/11/2015,1,8,48.11,48.11
3/11/2015,1,9,47.56,47.56
3/11/2015,1,10,51.45,51.45
3/11/2015,1,11,51.71,51.71
3/11/2015,1,12,51.5,51.5
3/11/2015,1,13,50.1,50.1
3/11/2015,1,14,50.21,50.21
3/11/2015,1,15,46.97,46.97
3/11/2015,1,16,47.65,47.65
3/11/2015,1,17,50.44,50.44
3/11/2015,1,18,54.61,54.61
3/11/2015,1,19,64,64
3/11/2015,1,20,57,57
3/11/2015,1,21,56.75,56.75
3/11/2015,1,22,53.95,53.95
3/11/2015,1,23,48.81,48.81
3/11/2015,1,24,46.95,46.95
3/11/2015,2,1,38.3,38.3
3/11/2015,2,2,34,34
3/11/2015,2,3,33.45,33.45
3/11/2015,2,4,32,32
3/11/2015,2,5,35.11,35.11
3/11/2015,2,6,35.11,35.11
3/11/2015,2,7,39.55,39.55
3/11/2015,2,8,48.45,48.45
3/11/2015,2,9,46.65,46.65
3/11/2015,2,10,49.9,49.9
3/11/2015,2,11,49.95,49.95
3/11/2015,2,12,50.99,50.99
3/11/2015,2,13,50.02,50.02
3/11/2015,2,14,49.11,49.11
3/11/2015,2,15,46.47,46.47
3/11/2015,2,16,46.5,46.5
3/11/2015,2,17,51,51
3/11/2015,2,18,54.16,54.16
3/11/2015,2,19,63.47,63.47
3/11/2015,2,20,56.25,56.25
3/11/2015,2,21,55.51,55.51
3/11/2015,2,22,53.6,53.6
3/11/2015,2,23,48.91,48.91
3/11/2015,2,24,46.95,46.95
3/11/2015,3,5,30,30
3/11/2015,3,6,31.2,31.2
3/11/2015,3,7,37.04,37.04
3/11/2015,3,8,46.16,46.16
3/11/2015,3,9,45.96,45.96
3/11/2015,3,10,47.25,47.25
3/11/2015,3,11,48.72,48.72
3/11/2015,3,12,50,50
3/11/2015,3,13,50.02,50.02
3/11/2015,3,14,48.56,48.56
3/11/2015,3,15,46.47,46.47
3/11/2015,3,16,46,46
3/11/2015,3,17,49.5,49.5
3/11/2015,3,18,54,54
3/11/2015,3,19,60.79,60.79
3/11/2015,3,20,55.92,55.92
3/11/2015,3,21,52.5,52.5
3/11/2015,3,22,53.1,53.1
3/11/2015,3,23,51.41,51.41
3/11/2015,3,24,50.75,50.75
3/11/2015,4,8,46,46
3/11/2015,4,9,45.5,45.5
3/11/2015,4,10,44.03,44.03
3/11/2015,4,11,44,44
3/11/2015,4,12,46.5,46.5
3/11/2015,4,13,44.1,44.1
3/11/2015,4,14,44.45,44.45
3/11/2015,4,15,43.47,43.47
3/11/2015,4,16,45.94,45.94
3/11/2015,4,17,48.5,48.5
3/11/2015,4,18,54.9,54.9
3/11/2015,4,19,59.4,59.4
3/11/2015,4,20,56.07,56.07
3/11/2015,4,21,53.11,53.11
3/11/2015,4,22,53.63,53.63
3/11/2015,4,23,50.31,50.31
3/11/2015,4,24,48.95,48.95
3/11/2015,5,12,46,46
3/11/2015,5,13,45,45
3/11/2015,5,14,42.51,42.51
3/11/2015,5,15,41,41
3/11/2015,5,16,46.5,46.5
3/11/2015,5,17,49.06,49.06
3/11/2015,5,18,53.02,53.02
3/11/2015,5,19,57,57
3/11/2015,5,20,54.51,54.51
3/11/2015,5,21,53,53
3/11/2015,5,22,53.86,53.86
3/11/2015,5,23,52.81,52.81
3/11/2015,5,24,50,50
3/11/2015,6,16,47.5,47.5
3/11/2015,6,17,52.38,52.38
3/11/2015,6,18,55.99,55.99
3/11/2015,6,19,51.01,51.01
3/11/2015,6,20,59.51,59.51
3/11/2015,6,21,49.89,49.89
3/11/2015,6,22,53.86,53.86
3/11/2015,6,23,49.71,49.71
3/11/2015,6,24,46.95,46.95
3/11/2015,7,22,54.43,54.43
3/11/2015,7,23,48.96,48.96
3/11/2015,7,24,46.85,46.85
4/11/2015,0,1,45.01,45.01
4/11/2015,0,2,39.53,39.53
4/11/2015,0,3,34.5,34.5
4/11/2015,0,4,33,33
4/11/2015,0,5,30,30
4/11/2015,0,6,33,33
4/11/2015,0,7,44.62,44.62
4/11/2015,0,8,48.81,48.81
4/11/2015,0,9,49.76,49.76
4/11/2015,0,10,53.71,53.71
4/11/2015,0,11,56,56
4/11/2015,0,12,54.6,54.6
4/11/2015,0,13,53.31,53.31
4/11/2015,0,14,52.41,52.41
4/11/2015,0,15,51.8,51.8
4/11/2015,0,16,54.65,54.65
4/11/2015,0,17,56.01,56.01
4/11/2015,0,18,60.69,60.69
4/11/2015,0,19,64.1,64.1
4/11/2015,0,20,60.19,60.19
4/11/2015,0,21,60.35,60.35
4/11/2015,0,22,58.69,58.69
4/11/2015,0,23,56.57,56.57
4/11/2015,0,24,50,50
4/11/2015,1,1,45.01,45.01
4/11/2015,1,2,39.53,39.53
4/11/2015,1,3,39.11,39.11
4/11/2015,1,4,33,33
4/11/2015,1,5,29.9,29.9
4/11/2015,1,6,33,33
4/11/2015,1,7,43.73,43.73
4/11/2015,1,8,47.83,47.83
4/11/2015,1,9,49.8,49.8
4/11/2015,1,10,53.56,53.56
4/11/2015,1,11,55.26,55.26
4/11/2015,1,12,53.6,53.6
4/11/2015,1,13,52.31,52.31
4/11/2015,1,14,51.41,51.41
4/11/2015,1,15,51.23,51.23
4/11/2015,1,16,54.65,54.65
4/11/2015,1,17,55.01,55.01
4/11/2015,1,18,60.5,60.5
4/11/2015,1,19,63.39,63.39
4/11/2015,1,20,59.2,59.2
4/11/2015,1,21,58.83,58.83
4/11/2015,1,22,57.69,57.69
4/11/2015,1,23,55.44,55.44
4/11/2015,1,24,50.99,50.99
4/11/2015,2,1,41.33,41.33
4/11/2015,2,2,34.55,34.55
4/11/2015,2,3,33.5,33.5
4/11/2015,2,4,26.16,26.16
4/11/2015,2,5,26.8,26.8
4/11/2015,2,6,29.11,29.11
4/11/2015,2,7,39.62,39.62
4/11/2015,2,8,45.8,45.8
4/11/2015,2,9,50.5,50.5
4/11/2015,2,10,50.17,50.17
4/11/2015,2,11,52.1,52.1
4/11/2015,2,12,52.42,52.42
4/11/2015,2,13,50.32,50.32
4/11/2015,2,14,50.31,50.31
4/11/2015,2,15,50.6,50.6
4/11/2015,2,16,53.65,53.65
4/11/2015,2,17,55.21,55.21
4/11/2015,2,18,59.19,59.19
4/11/2015,2,19,62.89,62.89
4/11/2015,2,20,58.68,58.68
4/11/2015,2,21,57.37,57.37
4/11/2015,2,22,55.7,55.7
4/11/2015,2,23,52.57,52.57
4/11/2015,2,24,50,50
4/11/2015,3,5,33.5,33.5
4/11/2015,3,6,34.5,34.5
4/11/2015,3,7,42.5,42.5
4/11/2015,3,8,51.89,51.89
4/11/2015,3,9,52,52
4/11/2015,3,10,50.5,50.5
4/11/2015,3,11,52.08,52.08
4/11/2015,3,12,52.42,52.42
4/11/2015,3,13,51,51
4/11/2015,3,14,51.41,51.41
4/11/2015,3,15,51.8,51.8
4/11/2015,3,16,54.65,54.65
4/11/2015,3,17,55,55
4/11/2015,3,18,59.48,59.48
4/11/2015,3,19,62.12,62.12
4/11/2015,3,20,58.99,58.99
4/11/2015,3,21,56.35,56.35
4/11/2015,3,22,54.58,54.58
4/11/2015,3,23,51.57,51.57
4/11/2015,3,24,48.5,48.5
4/11/2015,4,8,53.3,53.3
4/11/2015,4,9,55,55
4/11/2015,4,10,55.3,55.3
4/11/2015,4,11,55,55
4/11/2015,4,12,53.1,53.1
4/11/2015,4,13,53,53
4/11/2015,4,14,52.63,52.63
4/11/2015,4,15,52.63,52.63
4/11/2015,4,16,55.56,55.56
4/11/2015,4,17,54.3,54.3
4/11/2015,4,18,59.48,59.48
4/11/2015,4,19,62.18,62.18
4/11/2015,4,20,59.19,59.19
4/11/2015,4,21,57.33,57.33
4/11/2015,4,22,56.19,56.19
4/11/2015,4,23,53.57,53.57
4/11/2015,4,24,48.5,48.5
4/11/2015,5,12,62.31,62.31
4/11/2015,5,13,60.01,60.01
4/11/2015,5,14,59.51,59.51
4/11/2015,5,15,56.69,56.69
4/11/2015,5,16,58.8,58.8
4/11/2015,5,17,58.3,58.3
4/11/2015,5,18,61.59,61.59
4/11/2015,5,19,65.03,65.03
4/11/2015,5,20,62.01,62.01
4/11/2015,5,21,58.37,58.37
4/11/2015,5,22,56.08,56.08
4/11/2015,5,23,55.1,55.1
4/11/2015,5,24,52.5,52.5
4/11/2015,6,16,55,55
4/11/2015,6,17,57.5,57.5
4/11/2015,6,18,60.64,60.64
4/11/2015,6,19,66.12,66.12
4/11/2015,6,20,63.19,63.19
4/11/2015,6,21,60,60
4/11/2015,6,22,56.34,56.34
4/11/2015,6,23,54.31,54.31
4/11/2015,6,24,50.11,50.11
4/11/2015,7,22,56.8,56.8
4/11/2015,7,23,52.5,52.5
4/11/2015,7,24,50,50
5/11/2015,0,1,46.95,46.95
5/11/2015,0,2,39.53,39.53
5/11/2015,0,3,37.69,37.69
5/11/2015,0,4,33.5,33.5
5/11/2015,0,5,31.91,31.91
5/11/2015,0,6,33.6,33.6
5/11/2015,0,7,42,42
5/11/2015,0,8,52.55,52.55
5/11/2015,0,9,54.69,54.69
5/11/2015,0,10,54.6,54.6
5/11/2015,0,11,54.85,54.85
5/11/2015,0,12,53.31,53.31
5/11/2015,0,13,53.3,53.3
5/11/2015,0,14,51.6,51.6
5/11/2015,0,15,51.07,51.07
5/11/2015,0,16,54.6,54.6
5/11/2015,0,17,53.74,53.74
5/11/2015,0,18,56.19,56.19
5/11/2015,0,19,62.01,62.01
5/11/2015,0,20,58.05,58.05
5/11/2015,0,21,56.7,56.7
5/11/2015,0,22,55.76,55.76
5/11/2015,0,23,49.07,49.07
5/11/2015,0,24,48.81,48.81
5/11/2015,1,1,46.95,46.95
5/11/2015,1,2,39.51,39.51
5/11/2015,1,3,40.4,40.4
5/11/2015,1,4,40,40
5/11/2015,1,5,37,37
5/11/2015,1,6,38.35,38.35
5/11/2015,1,7,42,42
5/11/2015,1,8,52.55,52.55
5/11/2015,1,9,55.12,55.12
5/11/2015,1,10,56.35,56.35
5/11/2015,1,11,56.01,56.01
5/11/2015,1,12,55.31,55.31
5/11/2015,1,13,55.45,55.45
5/11/2015,1,14,55.01,55.01
5/11/2015,1,15,55,55
5/11/2015,1,16,56.35,56.35
5/11/2015,1,17,55.51,55.51
5/11/2015,1,18,57.44,57.44
5/11/2015,1,19,62.01,62.01
5/11/2015,1,20,58.05,58.05
5/11/2015,1,21,56.75,56.75
5/11/2015,1,22,57.01,57.01
5/11/2015,1,23,53.3,53.3
5/11/2015,1,24,51,51
5/11/2015,2,1,38.93,38.93
5/11/2015,2,2,33.54,33.54
5/11/2015,2,3,37.69,37.69
5/11/2015,2,4,40,40
5/11/2015,2,5,39.41,39.41
5/11/2015,2,6,43.6,43.6
5/11/2015,2,7,43.39,43.39
5/11/2015,2,8,55,55
5/11/2015,2,9,57,57
5/11/2015,2,10,57.8,57.8
5/11/2015,2,11,57.8,57.8
5/11/2015,2,12,57.29,57.29
5/11/2015,2,13,57.1,57.1
5/11/2015,2,14,56.6,56.6
5/11/2015,2,15,56.01,56.01
5/11/2015,2,16,57.5,57.5
5/11/2015,2,17,56.74,56.74
5/11/2015,2,18,58.94,58.94
5/11/2015,2,19,63.01,63.01
5/11/2015,2,20,59.01,59.01
5/11/2015,2,21,57.95,57.95
5/11/2015,2,22,58.69,58.69
5/11/2015,2,23,55.01,55.01
5/11/2015,2,24,53.81,53.81
5/11/2015,3,5,35,35
5/11/2015,3,6,35,35
5/11/2015,3,7,40,40
5/11/2015,3,8,55,55
5/11/2015,3,9,56.69,56.69
5/11/2015,3,10,57.19,57.19
5/11/2015,3,11,57.47,57.47
5/11/2015,3,12,57.19,57.19
5/11/2015,3,13,56.95,56.95
5/11/2015,3,14,56.69,56.69
5/11/2015,3,15,55.28,55.28
5/11/2015,3,16,56.14,56.14
5/11/2015,3,17,56.11,56.11
5/11/2015,3,18,58.69,58.69
5/11/2015,3,19,63.24,63.24
5/11/2015,3,20,59.01,59.01
5/11/2015,3,21,57.84,57.84
5/11/2015,3,22,58.69,58.69
5/11/2015,3,23,53.86,53.86
5/11/2015,3,24,52,52
5/11/2015,4,8,49.72,49.72
5/11/2015,4,9,52.33,52.33
5/11/2015,4,10,53.9,53.9
5/11/2015,4,11,54.85,54.85
5/11/2015,4,12,53.31,53.31
5/11/2015,4,13,53.3,53.3
5/11/2015,4,14,56.6,56.6
5/11/2015,4,15,55.07,55.07
5/11/2015,4,16,53.51,53.51
5/11/2015,4,17,50.85,50.85
5/11/2015,4,18,56.19,56.19
5/11/2015,4,19,63.01,63.01
5/11/2015,4,20,58.05,58.05
5/11/2015,4,21,56.7,56.7
5/11/2015,4,22,59.17,59.17
5/11/2015,4,23,51.9,51.9
5/11/2015,4,24,51,51
5/11/2015,5,12,53.9,53.9
5/11/2015,5,13,53.4,53.4
5/11/2015,5,14,51.6,51.6
5/11/2015,5,15,50.2,50.2
5/11/2015,5,16,49.85,49.85
5/11/2015,5,17,53.75,53.75
5/11/2015,5,18,58.8,58.8
5/11/2015,5,19,63.9,63.9
5/11/2015,5,20,56.9,56.9
5/11/2015,5,21,59.7,59.7
5/11/2015,5,22,59.64,59.64
5/11/2015,5,23,56.01,56.01
5/11/2015,5,24,55.01,55.01
5/11/2015,6,16,54,54
5/11/2015,6,17,53,53
5/11/2015,6,18,55,55
5/11/2015,6,19,59,59
5/11/2015,6,20,58,58
5/11/2015,6,21,63.55,63.55
5/11/2015,6,22,62.01,62.01
5/11/2015,6,23,58,58
5/11/2015,6,24,55.09,55.09
5/11/2015,7,22,59,59
5/11/2015,7,23,55,55
5/11/2015,7,24,48.81,48.81
6/11/2015,0,1,50,50
6/11/2015,0,2,44.01,44.01
6/11/2015,0,3,40.19,40.19
6/11/2015,0,4,39.53,39.53
6/11/2015,0,5,39.53,39.53
6/11/2015,0,6,39.53,39.53
6/11/2015,0,7,46.95,46.95
6/11/2015,0,8,56.6,56.6
6/11/2015,0,9,56.7,56.7
6/11/2015,0,10,57.1,57.1
6/11/2015,0,11,56.7,56.7
6/11/2015,0,12,56.6,56.6
6/11/2015,0,13,56.1,56.1
6/11/2015,0,14,54.32,54.32
6/11/2015,0,15,54.7,54.7
6/11/2015,0,16,56.6,56.6
6/11/2015,0,17,56.69,56.69
6/11/2015,0,18,57,57
6/11/2015,0,19,60.13,60.13
6/11/2015,0,20,63.48,63.48
6/11/2015,0,21,63.39,63.39
6/11/2015,0,22,61.19,61.19
6/11/2015,0,23,58.6,58.6
6/11/2015,0,24,56.7,56.7
6/11/2015,1,1,52,52
6/11/2015,1,2,41.15,41.15
6/11/2015,1,3,44.67,44.67
6/11/2015,1,4,42.24,42.24
6/11/2015,1,5,42,42
6/11/2015,1,6,43.39,43.39
6/11/2015,1,7,47.95,47.95
6/11/2015,1,8,57.8,57.8
6/11/2015,1,9,58.7,58.7
6/11/2015,1,10,61,61
6/11/2015,1,11,60.51,60.51
6/11/2015,1,12,59.9,59.9
6/11/2015,1,13,59.85,59.85
6/11/2015,1,14,59.14,59.14
6/11/2015,1,15,57.8,57.8
6/11/2015,1,16,57.8,57.8
6/11/2015,1,17,58.69,58.69
6/11/2015,1,18,59.14,59.14
6/11/2015,1,19,60.21,60.21
6/11/2015,1,20,63.48,63.48
6/11/2015,1,21,63.39,63.39
6/11/2015,1,22,61.69,61.69
6/11/2015,1,23,58.6,58.6
6/11/2015,1,24,57.2,57.2
6/11/2015,2,1,47,47
6/11/2015,2,2,36.16,36.16
6/11/2015,2,3,40,40
6/11/2015,2,4,40,40
6/11/2015,2,5,40.53,40.53
6/11/2015,2,6,41.53,41.53
6/11/2015,2,7,47,47
6/11/2015,2,8,56.74,56.74
6/11/2015,2,9,58,58
6/11/2015,2,10,60.9,60.9
6/11/2015,2,11,59.15,59.15
6/11/2015,2,12,58.9,58.9
6/11/2015,2,13,58.1,58.1
6/11/2015,2,14,57,57
6/11/2015,2,15,57,57
6/11/2015,2,16,56.7,56.7
6/11/2015,2,17,56.79,56.79
